Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630421564183,040A2012,true,Rx,0,8,11,00,F8,FF,EA,03,63,94,
-1762630421564055,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,63,94,
-1762630421563159,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630421562988,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630421562306,0405C40F,true,Rx,0,8,00,01,37,40,46,51,A6,2E,
-1762630421562135,0405C42F,true,Rx,0,8,00,64,90,29,EF,FF,4E,00,
-1762630421562007,0405C40F,true,Rx,0,8,01,01,DF,3F,BD,51,53,1D,
-1762630421561879,0405C42F,true,Rx,0,8,01,64,D1,29,6C,FF,CF,00,
-1762630421561751,0405C52F,true,Rx,0,5,00,DE,FF,32,00,00,00,00,
-1762630421561623,0405C40F,true,Rx,0,8,02,01,46,41,E1,51,10,D5,
-1762630421561452,0405C42F,true,Rx,0,8,02,64,79,28,0F,00,4D,00,
-1762630421561367,0405C52F,true,Rx,0,5,02,12,00,23,00,00,00,00,
-1762630421561239,0405C52F,true,Rx,0,5,01,FA,FF,0D,00,00,00,00,
-1762630421560471,0405C410,true,Rx,0,8,00,01,DE,45,E7,87,5C,72,
-1762630421560343,0405C430,true,Rx,0,8,00,64,74,08,1B,FF,78,00,
-1762630421560172,0405C410,true,Rx,0,8,01,01,A0,4C,1D,88,54,48,
-1762630421560044,0405C430,true,Rx,0,8,01,64,7C,2B,8C,FE,7D,00,
-1762630421559916,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630421559788,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630421559618,0401E452,true,Rx,0,8,01,68,C9,F5,FF,FF,00,00,
-1762630421559490,0401E452,true,Rx,0,8,00,68,44,F5,FF,FF,00,00,
-1762630421559362,0405C410,true,Rx,0,8,02,01,31,45,36,89,0E,8B,
-1762630421559234,0405C530,true,Rx,0,5,00,35,FF,61,00,00,00,00,
-1762630421559106,0405C430,true,Rx,0,8,02,64,74,2D,48,FF,D9,FF,
-1762630421558978,0405C530,true,Rx,0,5,02,BC,FE,4F,01,00,00,00,
-1762630421558892,0405C530,true,Rx,0,5,01,A7,FE,A4,00,00,00,00,
-1762630421558722,1C0003FA,true,Rx,0,8,02,FD,1A,00,00,00,00,00,
-1762630421558594,1C0003FA,true,Rx,0,8,00,2B,14,01,02,28,80,24,
-1762630421558466,1C0003FA,true,Rx,0,8,00,00,00,43,6F,6D,42,6F,
-1762630421558338,1C0003FA,true,Rx,0,6,61,72,64,00,C7,03,00,00,
-1762630421558167,1C0000DA,true,Rx,0,8,02,FD,09,00,13,49,B4,39,
-1762630421558082,1C0000DA,true,Rx,0,5,00,6B,16,40,03,00,00,00,
-1762630421555138,1C000346,true,Rx,0,8,02,FD,09,00,13,49,B4,39,
-1762630421555010,1C000346,true,Rx,0,5,00,6B,17,1E,03,00,00,00,
-1762630421553645,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630421549421,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630421549293,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630421549165,0401E451,true,Rx,0,8,01,73,72,FE,FF,FF,00,00,
-1762630421549037,0401E451,true,Rx,0,8,00,73,4B,FF,FF,FF,00,00,
-1762630421548866,1C00003A,true,Rx,0,8,02,FD,09,00,36,40,FD,74,
-1762630421548781,1C00003A,true,Rx,0,5,00,7F,16,40,03,00,00,00,
-1762630421547885,1C000341,true,Rx,0,8,02,FD,09,00,36,40,FD,74,
-1762630421547757,1C000341,true,Rx,0,5,00,7F,17,1E,03,00,00,00,
-1762630421545752,040A2011,true,Rx,0,8,E9,FF,F8,FF,CF,03,76,94,
-1762630421545581,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,76,94,
-1762630421544173,040A2012,true,Rx,0,8,10,00,FD,FF,EB,03,77,94,
-1762630421544045,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,77,94,
-1762630421542381,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421541997,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421540333,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421539906,0401E412,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630421539778,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630421539650,0401E452,true,Rx,0,8,01,7C,C9,F5,FF,FF,00,00,
-1762630421539480,0401E452,true,Rx,0,8,00,7C,44,F5,FF,FF,00,00,
-1762630421539352,1C0000DA,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421539224,1C0000DA,true,Rx,0,8,01,3F,00,D5,2A,16,01,00,
-1762630421539096,1C0000DA,true,Rx,0,5,01,00,00,32,03,00,00,00,
-1762630421536749,1C000346,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421536579,1C000346,true,Rx,0,8,01,3F,01,D5,2A,16,01,00,
-1762630421536451,1C000346,true,Rx,0,5,07,00,00,47,03,00,00,00,
-1762630421536024,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421535299,1C0000DA,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421535171,1C0000DA,true,Rx,0,8,01,3F,00,D6,2A,16,01,00,
-1762630421535043,1C0000DA,true,Rx,0,5,01,00,01,A9,03,00,00,00,
-1762630421532696,1C000346,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421532568,1C00005A,true,Rx,0,8,02,FD,09,00,E2,71,1C,50,
-1762630421532397,1C000346,true,Rx,0,8,01,3F,01,D6,2A,16,01,00,
-1762630421532312,1C00005A,true,Rx,0,5,00,6F,16,40,03,00,00,00,
-1762630421532184,1C000346,true,Rx,0,5,07,00,00,82,03,00,00,00,
-1762630421531544,1C000342,true,Rx,0,8,02,FD,09,00,E2,71,1C,50,
-1762630421531459,1C000342,true,Rx,0,5,00,6F,17,1E,03,00,00,00,
-1762630421530307,1C0000DA,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421530179,1C0000DA,true,Rx,0,8,01,3F,00,D7,2A,16,01,00,
-1762630421530051,1C0000DA,true,Rx,0,5,01,00,02,08,03,00,00,00,
-1762630421529454,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630421529283,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630421529155,0401E451,true,Rx,0,8,01,87,72,FE,FF,FF,00,00,
-1762630421529027,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630421528899,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630421528771,0401E451,true,Rx,0,8,00,87,4B,FF,FF,FF,00,00,
-1762630421527662,1C000346,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421527534,1C000346,true,Rx,0,8,01,3F,01,D7,2A,16,01,00,
-1762630421527406,1C000346,true,Rx,0,5,07,00,00,C1,03,00,00,00,
-1762630421526296,1C0000DA,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421526126,1C0000DA,true,Rx,0,8,01,3F,00,D8,2A,16,01,00,
-1762630421526040,1C0000DA,true,Rx,0,5,01,00,03,AC,03,00,00,00,
-1762630421525742,040A2011,true,Rx,0,8,EB,FF,F3,FF,CE,03,8A,94,
-1762630421525614,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,8A,94,
-1762630421524590,0405240A,true,Rx,0,3,FC,FF,00,00,00,00,00,00,
-1762630421524206,040A2012,true,Rx,0,8,11,00,FA,FF,EB,03,8B,94,
-1762630421524035,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,8B,94,
-1762630421523608,1C000346,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421523480,1C000346,true,Rx,0,8,01,3F,01,D8,2A,16,01,00,
-1762630421523352,1C000346,true,Rx,0,5,07,00,00,3B,03,00,00,00,
-1762630421522243,1C0000DA,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421522115,1C0000DA,true,Rx,0,8,01,3F,00,D9,2A,16,01,00,
-1762630421521987,1C0000DA,true,Rx,0,5,01,00,04,6C,03,00,00,00,
-1762630421519897,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630421519769,0401E412,true,Rx,0,7,01,01,FA,FF,00,00,00,00,
-1762630421519641,0401E452,true,Rx,0,8,01,90,C9,F5,FF,FF,00,00,
-1762630421519470,0401E452,true,Rx,0,8,00,90,44,F5,FF,FF,00,00,
-1762630421519342,1C000346,true,Rx,0,8,02,FD,11,00,13,49,B4,39,
-1762630421519214,1C000346,true,Rx,0,8,01,3F,01,D9,2A,16,01,00,
-1762630421519043,1C000346,true,Rx,0,5,07,00,00,78,03,00,00,00,
-1762630421517977,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421517507,1C0000DA,true,Rx,0,8,02,FD,10,00,13,49,B4,39,
-1762630421517379,1C0000DA,true,Rx,0,8,01,02,00,DA,EE,17,04,00,
-1762630421517294,1C0000DA,true,Rx,0,4,00,00,39,03,00,00,00,00,
-1762630421516995,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421514905,1C000346,true,Rx,0,8,02,FD,15,00,13,49,B4,39,
-1762630421514777,1C000346,true,Rx,0,8,01,CB,01,DA,EE,17,04,00,
-1762630421514606,1C000346,true,Rx,0,8,00,04,00,00,00,00,00,0C,
-1762630421514478,1C000346,true,Rx,0,1,03,00,00,00,00,00,00,00,
-1762630421512345,0405C40F,true,Rx,0,8,00,01,33,40,55,51,D3,2E,
-1762630421512217,0405C42F,true,Rx,0,8,00,64,87,29,07,00,18,00,
-1762630421512046,0405C40F,true,Rx,0,8,01,01,E6,3F,BF,51,BD,1D,
-1762630421511918,0405C42F,true,Rx,0,8,01,64,AC,29,56,00,36,00,
-1762630421511790,0405C52F,true,Rx,0,5,00,07,00,2A,00,00,00,00,
-1762630421511662,0405C40F,true,Rx,0,8,02,01,4A,41,EA,51,3D,D5,
-1762630421511534,0405C42F,true,Rx,0,8,02,64,95,28,16,00,37,00,
-1762630421511406,0405C52F,true,Rx,0,5,02,FB,FF,27,00,00,00,00,
-1762630421511321,0405C52F,true,Rx,0,5,01,6B,FF,81,FF,00,00,00,
-1762630421510468,0405C410,true,Rx,0,8,00,01,D8,45,7F,87,F4,72,
-1762630421510340,0405C430,true,Rx,0,8,00,64,87,08,77,FE,9F,00,
-1762630421510212,0405C410,true,Rx,0,8,01,01,85,4C,23,88,77,48,
-1762630421510041,0405C430,true,Rx,0,8,01,64,DC,2B,05,FE,0D,01,
-1762630421509956,0405C530,true,Rx,0,5,00,3D,FF,74,00,00,00,00,
-1762630421509828,0405C410,true,Rx,0,8,02,01,2E,45,83,89,10,8B,
-1762630421509657,0405C430,true,Rx,0,8,02,64,7A,2D,F3,FE,D0,FF,
-1762630421509529,0405C530,true,Rx,0,5,02,45,FF,98,01,00,00,00,
-1762630421509401,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421509273,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630421509145,0401E451,true,Rx,0,8,01,9B,72,FE,FF,FF,00,00,
-1762630421509017,0401E451,true,Rx,0,8,00,9B,4B,FF,FF,FF,00,00,
-1762630421508889,0405C530,true,Rx,0,5,01,8B,00,03,03,00,00,00,
-1762630421505732,040A2011,true,Rx,0,8,E8,FF,FA,FF,D1,03,9E,94,
-1762630421505604,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,9E,94,
-1762630421504196,040A2012,true,Rx,0,8,0D,00,FA,FF,E8,03,9F,94,
-1762630421504025,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,9F,94,
-1762630421503641,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630421499887,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630421499759,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630421499588,0401E452,true,Rx,0,8,01,A4,C9,F5,FF,FF,00,00,
-1762630421499460,0401E452,true,Rx,0,8,00,A4,44,F5,FF,FF,00,00,
-1762630421489434,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421489306,0401E411,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630421489178,0401E451,true,Rx,0,8,01,AF,72,FE,FF,FF,00,00,
-1762630421489007,0401E451,true,Rx,0,8,00,AF,4B,FF,FF,FF,00,00,
-1762630421485722,040A2011,true,Rx,0,8,EE,FF,F8,FF,CF,03,B2,94,
-1762630421485594,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,B2,94,
-1762630421484186,040A2012,true,Rx,0,8,0E,00,FA,FF,EA,03,B3,94,
-1762630421484058,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,B3,94,
-1762630421479877,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630421479749,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630421479621,0401E452,true,Rx,0,8,01,B8,C9,F5,FF,FF,00,00,
-1762630421479493,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630421479365,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630421479237,0401E452,true,Rx,0,8,00,B8,44,F5,FF,FF,00,00,
-1762630421474202,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630421474032,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630421473306,0405240A,true,Rx,0,3,01,00,00,00,00,00,00,00,
-1762630421469424,0401E411,true,Rx,0,7,00,01,FD,FF,00,00,00,00,
-1762630421469296,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421469168,0401E451,true,Rx,0,8,00,C3,4B,FF,FF,FF,00,00,
-1762630421468997,0401E451,true,Rx,0,8,01,C3,72,FE,FF,FF,00,00,
-1762630421467205,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630421467120,04098C51,true,Rx,0,3,00,EB,FF,00,00,00,00,00,
-1762630421465328,040A2011,true,Rx,0,8,E9,FF,F5,FF,CD,03,C7,94,
-1762630421465157,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,C6,94,
-1762630421464603,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421464176,040A2012,true,Rx,0,8,11,00,F7,FF,E9,03,C7,94,
-1762630421464048,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,C7,94,
-1762630421462341,0405C40F,true,Rx,0,8,00,01,42,40,67,51,DB,2E,
-1762630421462213,0405C42F,true,Rx,0,8,00,64,80,29,0B,00,2C,00,
-1762630421462085,0405C52F,true,Rx,0,5,00,1C,00,29,00,00,00,00,
-1762630421461915,0405C40F,true,Rx,0,8,01,01,DD,3F,D6,51,72,1D,
-1762630421461787,0405C42F,true,Rx,0,8,01,64,D8,29,30,00,9D,FF,
-1762630421461659,0405C40F,true,Rx,0,8,02,01,4C,41,01,52,2E,D5,
-1762630421461573,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421461446,0405C42F,true,Rx,0,8,02,64,AF,28,1B,00,27,00,
-1762630421461318,0405C52F,true,Rx,0,5,01,87,FF,16,00,00,00,00,
-1762630421461190,0405C52F,true,Rx,0,5,02,06,00,29,00,00,00,00,
-1762630421460464,0405C410,true,Rx,0,8,00,01,C8,45,9D,87,C6,72,
-1762630421460336,0405C430,true,Rx,0,8,00,64,14,09,FA,00,66,01,
-1762630421460208,0405C410,true,Rx,0,8,01,01,78,4C,EF,87,52,48,
-1762630421460038,0405C430,true,Rx,0,8,01,64,E5,2B,BA,00,8B,01,
-1762630421459952,0405C530,true,Rx,0,5,00,DC,FE,5D,FF,00,00,00,
-1762630421459824,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630421459696,0401E412,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421459526,0401E452,true,Rx,0,8,01,CC,C9,F5,FF,FF,00,00,
-1762630421459398,0401E452,true,Rx,0,8,00,CC,44,F5,FF,FF,00,00,
-1762630421459270,0405C410,true,Rx,0,8,02,01,2B,45,84,89,6E,8B,
-1762630421459099,0405C430,true,Rx,0,8,02,64,71,2D,F4,FF,68,00,
-1762630421459014,0405C530,true,Rx,0,5,02,0E,00,09,01,00,00,00,
-1762630421458886,0405C530,true,Rx,0,5,01,9F,01,8A,02,00,00,00,
-1762630421453766,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630421449414,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630421449286,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630421449158,0401E451,true,Rx,0,8,01,D7,72,FE,FF,FF,00,00,
-1762630421449030,0401E451,true,Rx,0,8,00,D7,4B,FF,FF,FF,00,00,
-1762630421446171,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421445702,040A2011,true,Rx,0,8,E8,FF,FA,FF,D0,03,DA,94,
-1762630421445574,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,DA,94,
-1762630421444166,040A2012,true,Rx,0,8,0F,00,FA,FF,EC,03,DB,94,
-1762630421444038,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,DB,94,
-1762630421439900,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421439772,0401E412,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630421439644,0401E452,true,Rx,0,8,01,E0,C9,F5,FF,FF,00,00,
-1762630421439516,0401E452,true,Rx,0,8,00,E0,44,F5,FF,FF,00,00,
-1762630421438961,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421438150,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421436870,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421429404,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630421429276,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421429148,0401E451,true,Rx,0,8,01,EB,72,FE,FF,FF,00,00,
-1762630421429020,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630421428892,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630421428764,0401E451,true,Rx,0,8,00,EB,4B,FF,FF,FF,00,00,
-1762630421425735,040A2011,true,Rx,0,8,ED,FF,F4,FF,CD,03,EE,94,
-1762630421425607,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,EE,94,
-1762630421424583,0405240A,true,Rx,0,3,05,00,00,00,00,00,00,00,
-1762630421424156,040A2012,true,Rx,0,8,0E,00,F7,FF,E6,03,EF,94,
-1762630421424028,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,EF,94,
-1762630421419890,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630421419762,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630421419634,0401E452,true,Rx,0,8,01,F4,C9,F5,FF,FF,00,00,
-1762630421419463,0401E452,true,Rx,0,8,00,F4,44,F5,FF,FF,00,00,
-1762630421412338,0405C40F,true,Rx,0,8,00,01,41,40,7F,51,C1,2E,
-1762630421412167,0405C42F,true,Rx,0,8,00,64,94,29,10,00,34,00,
-1762630421412039,0405C40F,true,Rx,0,8,01,01,E8,3F,B7,51,54,1D,
-1762630421411911,0405C42F,true,Rx,0,8,01,64,00,2A,A5,00,E5,FF,
-1762630421411783,0405C52F,true,Rx,0,5,00,01,00,28,00,00,00,00,
-1762630421411655,0405C40F,true,Rx,0,8,02,01,3D,41,05,52,2B,D5,
-1762630421411527,0405C42F,true,Rx,0,8,02,64,B3,28,20,00,33,00,
-1762630421411399,0405C52F,true,Rx,0,5,02,15,00,29,00,00,00,00,
-1762630421411314,0405C52F,true,Rx,0,5,01,CE,FF,76,00,00,00,00,
-1762630421410461,0405C410,true,Rx,0,8,00,01,D6,45,A4,87,8D,72,
-1762630421410333,0405C430,true,Rx,0,8,00,64,59,08,DE,00,B6,01,
-1762630421410205,0405C410,true,Rx,0,8,01,01,5E,4C,2D,88,D1,48,
-1762630421410077,0405C430,true,Rx,0,8,01,64,68,2B,03,00,3A,01,
-1762630421409949,0405C530,true,Rx,0,5,00,36,FF,9B,FE,00,00,00,
-1762630421409821,0405C410,true,Rx,0,8,02,01,2C,45,6F,89,AB,8B,
-1762630421409650,0405C430,true,Rx,0,8,02,64,42,2D,70,00,BC,00,
-1762630421409522,0405C530,true,Rx,0,5,02,D8,FF,84,00,00,00,00,
-1762630421409437,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630421409266,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421409138,0401E451,true,Rx,0,8,01,FF,72,FE,FF,FF,00,00,
-1762630421409010,0401E451,true,Rx,0,8,00,FF,4B,FF,FF,FF,00,00,
-1762630421408882,0405C530,true,Rx,0,5,01,08,02,61,01,00,00,00,
-1762630421405725,040A2011,true,Rx,0,8,EC,FF,F5,FF,CE,03,02,95,
-1762630421405597,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,02,95,
-1762630421404189,040A2012,true,Rx,0,8,0D,00,FA,FF,ED,03,03,95,
-1762630421404061,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,03,95,
-1762630421403762,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630421399880,0401E412,true,Rx,0,7,00,01,06,00,00,00,00,00,
-1762630421399752,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630421399624,0401E452,true,Rx,0,8,01,08,C9,F5,FF,FF,00,00,
-1762630421399496,0401E452,true,Rx,0,8,00,08,44,F5,FF,FF,00,00,
-1762630421397704,1C0003FA,true,Rx,0,8,02,FD,1F,00,00,00,00,00,
-1762630421397576,1C0003FA,true,Rx,0,8,00,E2,14,02,01,28,80,33,
-1762630421397405,1C0003FA,true,Rx,0,8,00,00,00,57,69,66,69,42,
-1762630421397277,1C0003FA,true,Rx,0,8,6C,65,44,6F,6E,67,6C,65,
-1762630421397192,1C0003FA,true,Rx,0,3,00,3C,03,00,00,00,00,00,
-1762630421389427,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421389299,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421389171,0401E451,true,Rx,0,8,01,13,72,FE,FF,FF,00,00,
-1762630421389000,0401E451,true,Rx,0,8,00,13,4B,FF,FF,FF,00,00,
-1762630421385715,040A2011,true,Rx,0,8,E9,FF,F5,FF,CE,03,16,95,
-1762630421385587,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,16,95,
-1762630421385502,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421385160,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630421384990,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630421384179,040A2012,true,Rx,0,8,0A,00,F9,FF,EC,03,17,95,
-1762630421384009,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,17,95,
-1762630421382686,1C0000DA,true,Rx,0,8,02,FD,09,00,00,01,28,80,
-1762630421382601,1C0000DA,true,Rx,0,5,00,86,16,40,03,00,00,00,
-1762630421382515,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421381065,1C000346,true,Rx,0,8,02,FD,09,00,00,01,28,80,
-1762630421380937,1C000346,true,Rx,0,5,00,86,17,1E,03,00,00,00,
-1762630421379913,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630421379785,0401E412,true,Rx,0,7,01,01,FF,FF,00,00,00,00,
-1762630421379614,0401E452,true,Rx,0,8,01,1C,C9,F5,FF,FF,00,00,
-1762630421379486,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630421379358,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630421379230,0401E452,true,Rx,0,8,00,1C,44,F5,FF,FF,00,00,
-1762630421374580,0405240A,true,Rx,0,3,01,00,00,00,00,00,00,00,
-1762630421369460,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630421369289,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630421369161,0401E451,true,Rx,0,8,01,27,72,FE,FF,FF,00,00,
-1762630421369033,0401E451,true,Rx,0,8,00,27,4B,FF,FF,FF,00,00,
-1762630421367199,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630421367113,04098C51,true,Rx,0,3,00,EB,FF,00,00,00,00,00,
-1762630421365321,040A2011,true,Rx,0,8,EC,FF,F9,FF,CB,03,2B,95,
-1762630421365193,04056411,true,Rx,0,8,F8,FF,04,00,06,FD,2A,95,
-1762630421364169,040A2012,true,Rx,0,8,10,00,F8,FF,EA,03,2B,95,
-1762630421364041,04056412,true,Rx,0,8,F9,FF,F8,FF,4A,04,2B,95,
-1762630421362335,0405C40F,true,Rx,0,8,00,01,3D,40,7B,51,8E,2E,
-1762630421362207,0405C42F,true,Rx,0,8,00,64,9A,29,E8,FF,37,00,
-1762630421362036,0405C40F,true,Rx,0,8,01,01,DE,3F,E6,51,61,1D,
-1762630421361908,0405C42F,true,Rx,0,8,01,64,F1,29,4F,00,0F,00,
-1762630421361780,0405C52F,true,Rx,0,5,00,F6,FF,0D,00,00,00,00,
-1762630421361652,0405C40F,true,Rx,0,8,02,01,38,41,B1,51,52,D5,
-1762630421361524,0405C42F,true,Rx,0,8,02,64,91,28,1E,00,47,00,
-1762630421361396,0405C52F,true,Rx,0,5,02,F0,FF,31,00,00,00,00,
-1762630421361311,0405C52F,true,Rx,0,5,01,21,00,37,00,00,00,00,
-1762630421360500,0405C410,true,Rx,0,8,00,01,E1,45,73,87,B7,72,
-1762630421360372,0405C430,true,Rx,0,8,00,64,A8,07,1A,FF,34,01,
-1762630421360201,0405C410,true,Rx,0,8,01,01,81,4C,F9,87,A3,48,
-1762630421360073,0405C430,true,Rx,0,8,01,64,89,2B,FB,FF,64,FF,
-1762630421359945,0405C530,true,Rx,0,5,00,9B,00,CA,FF,00,00,00,
-1762630421359817,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421359689,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630421359561,0401E452,true,Rx,0,8,01,30,C9,F5,FF,FF,00,00,
-1762630421359391,0401E452,true,Rx,0,8,00,30,44,F5,FF,FF,00,00,
-1762630421359263,0405C410,true,Rx,0,8,02,01,2D,45,6A,89,36,8B,
-1762630421359135,0405C430,true,Rx,0,8,02,64,39,2D,A7,FF,F4,FF,
-1762630421359050,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421358922,0405C530,true,Rx,0,5,02,64,FF,4A,01,00,00,00,
-1762630421358794,0405C530,true,Rx,0,5,01,16,00,21,01,00,00,00,
-1762630421358623,1C00005A,true,Rx,0,8,02,FD,09,00,0E,01,28,80,
-1762630421358538,1C00005A,true,Rx,0,5,00,24,16,40,03,00,00,00,
-1762630421357770,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630421354356,1C000342,true,Rx,0,8,02,FD,09,00,0E,01,28,80,
-1762630421354228,1C000342,true,Rx,0,5,00,24,17,1E,03,00,00,00,
-1762630421353076,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630421349450,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630421349322,0401E411,true,Rx,0,7,01,01,FF,FF,00,00,00,00,
-1762630421349151,0401E451,true,Rx,0,8,01,3B,72,FE,FF,FF,00,00,
