Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630410809992,0405C410,true,Rx,0,8,01,01,75,4C,5E,88,D1,48,
-1762630410809864,0405C430,true,Rx,0,8,01,64,6D,2B,4C,01,33,01,
-1762630410809736,0405C530,true,Rx,0,5,00,8E,00,17,00,00,00,00,
-1762630410809608,0405C410,true,Rx,0,8,02,01,37,45,04,89,26,8B,
-1762630410809480,0405C430,true,Rx,0,8,02,64,4E,2D,68,00,69,FF,
-1762630410809352,0405C530,true,Rx,0,5,02,C4,00,79,FF,00,00,00,
-1762630410809267,0405C530,true,Rx,0,5,01,1A,00,6E,00,00,00,00,
-1762630410809096,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630410808968,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410808840,0401E451,true,Rx,0,8,01,67,72,FE,FF,FF,00,00,
-1762630410808712,0401E451,true,Rx,0,8,00,67,4B,FF,FF,FF,00,00,
-1762630410805512,040A2011,true,Rx,0,8,E9,FF,F3,FF,D1,03,6A,BE,
-1762630410805342,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,6A,BE,
-1762630410803976,040A2012,true,Rx,0,8,0F,00,F9,FF,E8,03,6B,BE,
-1762630410803848,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,6B,BE,
-1762630410803720,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630410799710,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410799539,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410799411,0401E452,true,Rx,0,8,01,70,C9,F5,FF,FF,00,00,
-1762630410799283,0401E452,true,Rx,0,8,00,70,44,F5,FF,FF,00,00,
-1762630410797449,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410794249,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410793993,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630410793822,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630410789214,0401E411,true,Rx,0,7,00,01,FE,FF,00,00,00,00,
-1762630410789086,0401E411,true,Rx,0,7,01,01,05,00,00,00,00,00,
-1762630410788916,0401E451,true,Rx,0,8,01,7B,72,FE,FF,FF,00,00,
-1762630410788788,0401E451,true,Rx,0,8,00,7B,4B,FF,FF,FF,00,00,
-1762630410785503,040A2011,true,Rx,0,8,EC,FF,F7,FF,D0,03,7E,BE,
-1762630410785375,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,7E,BE,
-1762630410783967,040A2012,true,Rx,0,8,0C,00,FA,FF,E9,03,7F,BE,
-1762630410783839,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,7F,BE,
-1762630410779700,0401E412,true,Rx,0,7,00,01,08,00,00,00,00,00,
-1762630410779572,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410779401,0401E452,true,Rx,0,8,01,84,C9,F5,FF,FF,00,00,
-1762630410779273,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630410779145,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630410779017,0401E452,true,Rx,0,8,00,84,44,F5,FF,FF,00,00,
-1762630410774410,0405240A,true,Rx,0,3,05,00,00,00,00,00,00,00,
-1762630410773599,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410772916,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410770954,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410770015,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410769205,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410769077,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630410768949,0401E451,true,Rx,0,8,01,8F,72,FE,FF,FF,00,00,
-1762630410768778,0401E451,true,Rx,0,8,00,8F,4B,FF,FF,FF,00,00,
-1762630410766986,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630410766858,04098C51,true,Rx,0,3,00,ED,FF,00,00,00,00,00,
-1762630410765066,040A2011,true,Rx,0,8,E7,FF,FA,FF,D4,03,93,BE,
-1762630410764938,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,92,BE,
-1762630410763957,040A2012,true,Rx,0,8,10,00,F8,FF,EE,03,93,BE,
-1762630410763829,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,93,BE,
-1762630410762165,0405C40F,true,Rx,0,8,00,01,36,40,5A,51,53,2E,
-1762630410762037,0405C42F,true,Rx,0,8,00,64,6C,29,EA,FF,22,00,
-1762630410761909,0405C40F,true,Rx,0,8,01,01,DB,3F,BC,51,7B,1D,
-1762630410761738,0405C42F,true,Rx,0,8,01,64,DC,29,49,00,3F,00,
-1762630410761653,0405C52F,true,Rx,0,5,00,DA,FF,54,00,00,00,00,
-1762630410761525,0405C40F,true,Rx,0,8,02,01,25,41,D0,51,3C,D5,
-1762630410761354,0405C42F,true,Rx,0,8,02,64,6B,28,18,00,2D,00,
-1762630410761269,0405C52F,true,Rx,0,5,02,DD,FF,3D,00,00,00,00,
-1762630410761141,0405C52F,true,Rx,0,5,01,F1,FF,00,00,00,00,00,
-1762630410760330,0405C410,true,Rx,0,8,00,01,CB,45,74,87,38,72,
-1762630410760160,0405C430,true,Rx,0,8,00,64,EB,08,22,FE,EB,00,
-1762630410760032,0405C410,true,Rx,0,8,01,01,71,4C,4E,88,78,48,
-1762630410759904,0405C430,true,Rx,0,8,01,64,98,2B,EF,FB,3B,01,
-1762630410759776,0405C530,true,Rx,0,5,00,C7,00,FA,01,00,00,00,
-1762630410759648,0401E412,true,Rx,0,7,00,01,07,00,00,00,00,00,
-1762630410759520,0401E412,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630410759392,0401E452,true,Rx,0,8,01,98,C9,F5,FF,FF,00,00,
-1762630410759221,0401E452,true,Rx,0,8,00,98,44,F5,FF,FF,00,00,
-1762630410759093,0405C410,true,Rx,0,8,02,01,35,45,C4,88,14,8B,
-1762630410758965,0405C430,true,Rx,0,8,02,64,50,2D,08,FF,0D,00,
-1762630410758837,0405C530,true,Rx,0,5,02,00,00,2F,00,00,00,00,
-1762630410758709,0405C530,true,Rx,0,5,01,62,FF,E0,02,00,00,00,
-1762630410753930,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630410749237,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630410749109,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630410748939,0401E451,true,Rx,0,8,01,A3,72,FE,FF,FF,00,00,
-1762630410748811,0401E451,true,Rx,0,8,00,A3,4B,FF,FF,FF,00,00,
-1762630410745525,040A2011,true,Rx,0,8,EC,FF,F7,FF,D0,03,A6,BE,
-1762630410745355,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,A6,BE,
-1762630410743989,040A2012,true,Rx,0,8,0F,00,FA,FF,E8,03,A7,BE,
-1762630410743819,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,A7,BE,
-1762630410739680,0401E412,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630410739552,0401E412,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630410739424,0401E452,true,Rx,0,8,01,AC,C9,F5,FF,FF,00,00,
-1762630410739254,0401E452,true,Rx,0,8,00,AC,44,F5,FF,FF,00,00,
-1762630410729185,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630410729057,0401E411,true,Rx,0,7,01,01,05,00,00,00,00,00,
-1762630410728929,0401E451,true,Rx,0,8,01,B7,72,FE,FF,FF,00,00,
-1762630410728758,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630410728673,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630410728545,0401E451,true,Rx,0,8,00,B7,4B,FF,FF,FF,00,00,
-1762630410725473,040A2011,true,Rx,0,8,E9,FF,F7,FF,D2,03,BA,BE,
-1762630410725345,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,BA,BE,
-1762630410724406,0405240A,true,Rx,0,3,03,00,00,00,00,00,00,00,
-1762630410723980,040A2012,true,Rx,0,8,0C,00,FB,FF,EB,03,BB,BE,
-1762630410723852,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,BB,BE,
-1762630410719670,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410719542,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630410719414,0401E452,true,Rx,0,8,01,C0,C9,F5,FF,FF,00,00,
-1762630410719286,0401E452,true,Rx,0,8,00,C0,44,F5,FF,FF,00,00,
-1762630410719201,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410717281,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410712161,0405C40F,true,Rx,0,8,00,01,30,40,54,51,42,2E,
-1762630410712033,0405C42F,true,Rx,0,8,00,64,B0,29,EF,FF,35,00,
-1762630410711905,0405C40F,true,Rx,0,8,01,01,DA,3F,EA,51,7C,1D,
-1762630410711735,0405C42F,true,Rx,0,8,01,64,CF,29,32,00,2E,00,
-1762630410711649,0405C52F,true,Rx,0,5,00,D4,FF,3E,00,00,00,00,
-1762630410711521,0405C40F,true,Rx,0,8,02,01,1D,41,CD,51,34,D5,
-1762630410711351,0405C42F,true,Rx,0,8,02,64,74,28,F4,FF,37,00,
-1762630410711265,0405C52F,true,Rx,0,5,02,E0,FF,10,00,00,00,00,
-1762630410711137,0405C52F,true,Rx,0,5,01,EB,FF,0D,00,00,00,00,
-1762630410710327,0405C410,true,Rx,0,8,00,01,C7,45,6E,87,1B,72,
-1762630410710199,0405C430,true,Rx,0,8,00,64,A1,08,F8,FD,EC,FF,
-1762630410710071,0405C410,true,Rx,0,8,01,01,72,4C,6A,88,52,48,
-1762630410709900,0405C430,true,Rx,0,8,01,64,F3,2B,AC,FE,20,01,
-1762630410709815,0405C530,true,Rx,0,5,00,4F,01,5F,02,00,00,00,
-1762630410709644,0405C410,true,Rx,0,8,02,01,35,45,F7,88,F2,8A,
-1762630410709516,0405C430,true,Rx,0,8,02,64,5C,2D,41,FF,C7,FF,
-1762630410709431,0405C530,true,Rx,0,5,02,8C,FF,44,00,00,00,00,
-1762630410709303,0405C530,true,Rx,0,5,01,98,00,D5,01,00,00,00,
-1762630410709132,0401E411,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630410709004,0401E411,true,Rx,0,7,01,01,05,00,00,00,00,00,
-1762630410708876,0401E451,true,Rx,0,8,01,CB,72,FE,FF,FF,00,00,
-1762630410708748,0401E451,true,Rx,0,8,00,CB,4B,FF,FF,FF,00,00,
-1762630410705506,040A2011,true,Rx,0,8,EC,FF,F9,FF,CF,03,CE,BE,
-1762630410705378,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,CE,BE,
-1762630410704951,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630410704780,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630410703970,040A2012,true,Rx,0,8,10,00,F9,FF,E9,03,CF,BE,
-1762630410703842,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,CF,BE,
-1762630410703714,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630410699703,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630410699575,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410699405,0401E452,true,Rx,0,8,01,D4,C9,F5,FF,FF,00,00,
-1762630410699277,0401E452,true,Rx,0,8,00,D4,44,F5,FF,FF,00,00,
-1762630410694882,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410691810,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410689208,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410689080,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630410688952,0401E451,true,Rx,0,8,01,DF,72,FE,FF,FF,00,00,
-1762630410688781,0401E451,true,Rx,0,8,00,DF,4B,FF,FF,FF,00,00,
-1762630410685496,040A2011,true,Rx,0,8,EB,FF,F7,FF,D0,03,E2,BE,
-1762630410685368,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,E2,BE,
-1762630410683960,040A2012,true,Rx,0,8,10,00,F7,FF,EA,03,E3,BE,
-1762630410683832,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,E3,BE,
-1762630410679693,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630410679523,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410679395,0401E452,true,Rx,0,8,01,E8,C9,F5,FF,FF,00,00,
-1762630410679267,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630410679139,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630410679011,0401E452,true,Rx,0,8,00,E8,44,F5,FF,FF,00,00,
-1762630410677944,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410673251,0405240A,true,Rx,0,3,04,00,00,00,00,00,00,00,
-1762630410673038,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410669240,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630410669112,0401E411,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410668942,0401E451,true,Rx,0,8,01,F3,72,FE,FF,FF,00,00,
-1762630410668814,0401E451,true,Rx,0,8,00,F3,4B,FF,FF,FF,00,00,
-1762630410666937,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630410666851,04098C51,true,Rx,0,3,00,EC,FF,00,00,00,00,00,
-1762630410665059,040A2011,true,Rx,0,8,EA,FF,FB,FF,CD,03,F7,BE,
-1762630410664931,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,F6,BE,
-1762630410663950,040A2012,true,Rx,0,8,0D,00,FA,FF,EC,03,F7,BE,
-1762630410663822,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,F7,BE,
-1762630410662158,0405C40F,true,Rx,0,8,00,01,2D,40,71,51,50,2E,
-1762630410662030,0405C42F,true,Rx,0,8,00,64,87,29,F2,FF,41,00,
-1762630410661902,0405C40F,true,Rx,0,8,01,01,EF,3F,F1,51,98,1D,
-1762630410661774,0405C42F,true,Rx,0,8,01,64,B4,29,30,00,53,00,
-1762630410661646,0405C52F,true,Rx,0,5,00,D9,FF,33,00,00,00,00,
-1762630410661475,0405C40F,true,Rx,0,8,02,01,27,41,DC,51,1A,D5,
-1762630410661347,0405C42F,true,Rx,0,8,02,64,7D,28,EC,FF,21,00,
-1762630410661262,0405C52F,true,Rx,0,5,02,E7,FF,1A,00,00,00,00,
-1762630410661134,0405C52F,true,Rx,0,5,01,97,FF,4F,00,00,00,00,
-1762630410660281,0405C410,true,Rx,0,8,00,01,CC,45,C6,87,AC,71,
-1762630410660153,0405C430,true,Rx,0,8,00,64,7D,08,98,FE,75,FF,
-1762630410660025,0405C410,true,Rx,0,8,01,01,7E,4C,62,88,3F,48,
-1762630410659854,0405C430,true,Rx,0,8,01,64,F7,2B,CB,FF,67,01,
-1762630410659769,0405C530,true,Rx,0,5,00,7C,01,E3,01,00,00,00,
-1762630410659598,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630410659470,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410659342,0401E452,true,Rx,0,8,01,FC,C9,F5,FF,FF,00,00,
-1762630410659214,0401E452,true,Rx,0,8,00,FC,44,F5,FF,FF,00,00,
-1762630410659043,0405C410,true,Rx,0,8,02,01,35,45,03,89,94,8A,
-1762630410658915,0405C430,true,Rx,0,8,02,64,3F,2D,C3,FE,2F,00,
-1762630410658830,0405C530,true,Rx,0,5,02,C0,FE,86,00,00,00,00,
-1762630410658702,0405C530,true,Rx,0,5,01,B1,FF,92,01,00,00,00,
-1762630410653924,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630410652004,04001442,true,Rx,0,1,00,00,00,00,00,00,00,00,
-1762630410651918,04001462,true,Rx,0,1,44,00,00,00,00,00,00,00,
-1762630410651790,040014A2,true,Rx,0,2,CD,4D,00,00,00,00,00,00,
-1762630410651662,04001482,true,Rx,0,1,01,00,00,00,00,00,00,00,
-1762630410651534,040014C2,true,Rx,0,4,91,02,00,00,00,00,00,00,
-1762630410651449,04001542,true,Rx,0,2,EE,18,00,00,00,00,00,00,
-1762630410651321,04001562,true,Rx,0,2,18,00,00,00,00,00,00,00,
-1762630410651236,04001522,true,Rx,0,2,93,00,00,00,00,00,00,00,
-1762630410651108,040015A2,true,Rx,0,1,01,00,00,00,00,00,00,00,
-1762630410650980,04001722,true,Rx,0,1,5E,00,00,00,00,00,00,00,
-1762630410650809,04001682,true,Rx,0,6,E3,B2,91,00,11,00,00,00,
-1762630410650724,040015E2,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410650596,04001602,true,Rx,0,1,00,00,00,00,00,00,00,00,
-1762630410650468,04001622,true,Rx,0,1,00,00,00,00,00,00,00,00,
-1762630410650340,04001642,true,Rx,0,1,00,00,00,00,00,00,00,00,
-1762630410650169,04001662,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630410650041,040016C2,true,Rx,0,5,00,00,00,00,00,00,00,00,
-1762630410649785,1C0003E6,true,Rx,0,8,02,FC,23,00,0A,10,02,B1,
-1762630410649657,1C0003E6,true,Rx,0,8,01,E2,02,0A,10,1B,00,14,
-1762630410649487,1C0003E6,true,Rx,0,8,00,95,0F,88,0F,8B,0F,8B,
-1762630410649316,1C0003E6,true,Rx,0,8,0F,9A,0F,00,00,00,00,00,
-1762630410649188,1C0003E6,true,Rx,0,7,00,00,00,00,00,77,03,00,
-1762630410649017,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630410648889,0401E411,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630410648761,0401E451,true,Rx,0,8,01,07,72,FE,FF,FF,00,00,
-1762630410648591,0401E451,true,Rx,0,8,00,07,4B,FF,FF,FF,00,00,
-1762630410648463,1C0003E6,true,Rx,0,8,02,FC,19,00,0A,10,02,B1,
-1762630410648335,1C0003E6,true,Rx,0,8,01,7D,02,0A,10,1C,00,0A,
-1762630410648164,1C0003E6,true,Rx,0,8,00,00,00,00,00,00,00,00,
-1762630410648036,1C0003E6,true,Rx,0,5,00,00,00,13,03,00,00,00,
-1762630410645433,040A2011,true,Rx,0,8,EA,FF,FB,FF,CC,03,0A,BF,
-1762630410645305,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,0A,BF,
-1762630410643983,040A2012,true,Rx,0,8,0D,00,F9,FF,EC,03,0B,BF,
-1762630410643812,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,0B,BF,
-1762630410640228,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410639674,0401E412,true,Rx,0,7,00,01,05,00,00,00,00,00,
-1762630410639546,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410639418,0401E452,true,Rx,0,8,01,10,C9,F5,FF,FF,00,00,
-1762630410639290,0401E452,true,Rx,0,8,00,10,44,F5,FF,FF,00,00,
-1762630410638479,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410629221,0401E411,true,Rx,0,7,00,01,FE,FF,00,00,00,00,
-1762630410629050,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410628922,0401E451,true,Rx,0,8,01,1B,72,FE,FF,FF,00,00,
-1762630410628794,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630410628666,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630410628538,0401E451,true,Rx,0,8,00,1B,4B,FF,FF,FF,00,00,
-1762630410625509,040A2011,true,Rx,0,8,E9,FF,FC,FF,D1,03,1E,BF,
-1762630410625338,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,1E,BF,
-1762630410624399,0405240A,true,Rx,0,3,05,00,00,00,00,00,00,00,
-1762630410623973,040A2012,true,Rx,0,8,11,00,FE,FF,EC,03,1F,BF,
-1762630410623802,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,1F,BF,
-1762630410619706,0401E412,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630410619536,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630410619408,0401E452,true,Rx,0,8,01,24,C9,F5,FF,FF,00,00,
-1762630410619280,0401E452,true,Rx,0,8,00,24,44,F5,FF,FF,00,00,
-1762630410615994,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630410615824,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630410615739,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410613776,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410612155,0405C40F,true,Rx,0,8,00,01,29,40,81,51,EC,2E,
-1762630410612027,0405C42F,true,Rx,0,8,00,64,8A,29,0C,00,46,00,
-1762630410611899,0405C40F,true,Rx,0,8,01,01,E6,3F,F8,51,E0,1D,
-1762630410611771,0405C42F,true,Rx,0,8,01,64,BA,29,E2,FF,D2,FF,
-1762630410611643,0405C52F,true,Rx,0,5,00,05,00,1E,00,00,00,00,
-1762630410611515,0405C40F,true,Rx,0,8,02,01,3A,41,C3,51,08,D5,
-1762630410611344,0405C42F,true,Rx,0,8,02,64,AF,28,E8,FF,30,00,
-1762630410611259,0405C52F,true,Rx,0,5,02,E5,FF,16,00,00,00,00,
-1762630410611131,0405C52F,true,Rx,0,5,01,AF,FF,EF,FF,00,00,00,
-1762630410610320,0405C410,true,Rx,0,8,00,01,CA,45,B2,87,E8,71,
-1762630410610192,0405C430,true,Rx,0,8,00,64,ED,07,D9,FE,A3,00,
-1762630410610064,0405C410,true,Rx,0,8,01,01,7D,4C,6C,88,4B,48,
-1762630410609936,0405C430,true,Rx,0,8,01,64,C1,2B,AA,FE,8A,00,
-1762630410609808,0405C530,true,Rx,0,5,00,1B,01,A4,01,00,00,00,
-1762630410609637,0405C410,true,Rx,0,8,02,01,39,45,D3,88,FF,8A,
-1762630410609509,0405C430,true,Rx,0,8,02,64,2D,2D,FB,FF,94,00,
-1762630410609424,0405C530,true,Rx,0,5,02,F1,FE,F9,00,00,00,00,
-1762630410609296,0405C530,true,Rx,0,5,01,92,FF,BE,01,00,00,00,
-1762630410609168,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410608997,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410608869,0401E451,true,Rx,0,8,01,2F,72,FE,FF,FF,00,00,
-1762630410608741,0401E451,true,Rx,0,8,00,2F,4B,FF,FF,FF,00,00,
-1762630410605499,040A2011,true,Rx,0,8,E9,FF,F4,FF,D1,03,32,BF,
-1762630410605371,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,32,BF,
-1762630410603963,040A2012,true,Rx,0,8,0B,00,FA,FF,E9,03,33,BF,
-1762630410603835,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,33,BF,
-1762630410603707,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630410599696,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410599568,0401E412,true,Rx,0,7,01,01,FE,FF,00,00,00,00,
-1762630410599398,0401E452,true,Rx,0,8,01,38,C9,F5,FF,FF,00,00,
-1762630410599270,0401E452,true,Rx,0,8,00,38,44,F5,FF,FF,00,00,
-1762630410591505,04016012,true,Rx,0,2,F7,00,00,00,00,00,00,00,
-1762630410589201,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630410589073,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630410588945,0401E451,true,Rx,0,8,01,43,72,FE,FF,FF,00,00,
-1762630410588774,0401E451,true,Rx,0,8,00,43,4B,FF,FF,FF,00,00,
-1762630410585489,040A2011,true,Rx,0,8,EB,FF,F8,FF,D2,03,46,BF,
-1762630410585361,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,46,BF,
-1762630410583953,040A2012,true,Rx,0,8,0D,00,FA,FF,EB,03,47,BF,
-1762630410583825,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,47,BF,
-1762630410580327,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410579687,0401E412,true,Rx,0,7,00,01,06,00,00,00,00,00,
-1762630410579559,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410579431,0401E452,true,Rx,0,8,01,4C,C9,F5,FF,FF,00,00,
-1762630410579303,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630410579175,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630410579004,0401E452,true,Rx,0,8,00,4C,44,F5,FF,FF,00,00,
-1762630410574396,0405240A,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630410572903,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410569234,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410569063,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630410568935,0401E451,true,Rx,0,8,01,57,72,FE,FF,FF,00,00,
-1762630410568807,0401E451,true,Rx,0,8,00,57,4B,FF,FF,FF,00,00,
-1762630410566972,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630410566887,04098C51,true,Rx,0,3,00,F1,FF,00,00,00,00,00,
-1762630410565095,040A2011,true,Rx,0,8,E6,FF,F8,FF,D0,03,5B,BF,
-1762630410564924,04056411,true,Rx,0,8,F8,FF,04,00,05,FD,5A,BF,
-1762630410563986,040A2012,true,Rx,0,8,0F,00,FA,FF,EA,03,5B,BF,
-1762630410563858,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,5B,BF,
-1762630410562493,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630410562151,0405C40F,true,Rx,0,8,00,01,2B,40,92,51,CC,2E,
-1762630410562023,0405C42F,true,Rx,0,8,00,64,7E,29,11,00,41,00,
-1762630410561895,0405C52F,true,Rx,0,5,00,0D,00,01,00,00,00,00,
-1762630410561767,0405C40F,true,Rx,0,8,01,01,E0,3F,E8,51,86,1D,
-1762630410561639,0405C42F,true,Rx,0,8,01,64,F1,29,22,00,56,00,
-1762630410561469,0405C40F,true,Rx,0,8,02,01,49,41,DF,51,FA,D4,
-1762630410561341,0405C42F,true,Rx,0,8,02,64,AC,28,CF,FF,3E,00,
-1762630410561255,0405C52F,true,Rx,0,5,01,09,00,D7,FF,00,00,00,
-1762630410561127,0405C52F,true,Rx,0,5,02,D9,FF,18,00,00,00,00,
-1762630410560317,0405C410,true,Rx,0,8,00,01,C1,45,B9,87,34,72,
-1762630410560189,0405C430,true,Rx,0,8,00,64,C9,07,B6,FE,C2,00,
-1762630410560061,0405C530,true,Rx,0,5,00,CE,01,FD,00,00,00,00,
-1762630410559933,0405C410,true,Rx,0,8,01,01,74,4C,8F,88,EC,47,
-1762630410559805,0405C430,true,Rx,0,8,01,64,E3,2B,8A,FF,16,FF,
-1762630410559677,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630410559549,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630410559378,0401E452,true,Rx,0,8,01,60,C9,F5,FF,FF,00,00,
-1762630410559250,0401E452,true,Rx,0,8,00,60,44,F5,FF,FF,00,00,
-1762630410559165,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
