Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630404257161,0405240A,true,Rx,0,3,45,01,00,00,00,00,00,00,
-1762630404252511,04048421,true,Rx,0,0,00,00,00,00,00,00,00,00,
-1762630404252169,0401E481,true,Rx,0,4,11,01,BD,FF,00,00,00,00,
-1762630404252041,0401E481,true,Rx,0,4,11,00,82,FF,00,00,00,00,
-1762630404251956,0401E481,true,Rx,0,4,12,00,2B,00,00,00,00,00,
-1762630404251871,0401E481,true,Rx,0,4,12,01,F1,FE,00,00,00,00,
-1762630404251572,040A2012,true,Rx,0,8,11,00,4F,00,BF,04,42,CE,
-1762630404251401,04056412,true,Rx,0,8,F9,FF,0A,00,29,06,42,CE,
-1762630404250463,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630404249951,040A2011,true,Rx,0,8,00,00,43,00,E7,03,45,CE,
-1762630404249823,04056411,true,Rx,0,8,FC,FF,0A,00,B2,01,45,CE,
-1762630404247306,0401E412,true,Rx,0,7,00,02,04,00,00,00,01,00,
-1762630404247135,0401E412,true,Rx,0,7,01,05,22,00,DC,FE,01,00,
-1762630404247007,0401E452,true,Rx,0,8,01,47,4E,04,00,00,38,F9,
-1762630404246879,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630404246751,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630404246623,0401E452,true,Rx,0,8,00,47,B5,FF,FF,FF,03,00,
-1762630404246495,0405C40F,true,Rx,0,8,00,01,35,3C,8D,05,4B,02,
-1762630404246324,0405C42F,true,Rx,0,8,00,64,A7,25,45,00,5F,00,
-1762630404246196,0405C40F,true,Rx,0,8,01,01,1E,41,52,05,1F,03,
-1762630404246068,0405C42F,true,Rx,0,8,01,64,9B,28,FB,FF,66,00,
-1762630404245940,0405C52F,true,Rx,0,5,01,E6,FF,C6,FF,00,00,00,
-1762630404245812,0405C40F,true,Rx,0,8,02,01,F3,3D,7A,07,A6,04,
-1762630404245684,0405C42F,true,Rx,0,8,02,64,A3,26,E1,FF,4B,00,
-1762630404245556,0405C52F,true,Rx,0,5,02,A5,FF,F9,FF,00,00,00,
-1762630404245471,0405C52F,true,Rx,0,5,00,32,00,A1,FF,00,00,00,
-1762630404244959,0405C410,true,Rx,0,8,00,01,51,37,6E,27,91,15,
-1762630404244831,0405C430,true,Rx,0,8,00,64,07,24,9F,FF,98,00,
-1762630404244660,0405C410,true,Rx,0,8,01,01,44,38,3B,26,4D,16,
-1762630404244532,0405C430,true,Rx,0,8,01,64,AD,24,85,01,ED,02,
-1762630404244447,0405C530,true,Rx,0,5,00,01,00,23,00,00,00,00,
-1762630404244276,0405C410,true,Rx,0,8,02,01,22,39,D2,24,A7,15,
-1762630404244148,0405C430,true,Rx,0,8,02,64,B9,24,61,00,29,00,
-1762630404244063,0405C530,true,Rx,0,5,02,24,01,2B,01,00,00,00,
-1762630404243935,0405C530,true,Rx,0,5,01,91,02,D8,01,00,00,00,
-1762630404241418,04098C31,true,Rx,0,3,00,83,09,00,00,00,00,00,
-1762630404241332,04098C51,true,Rx,0,3,00,1F,01,00,00,00,00,00,
-1762630404237877,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404237663,0401E411,true,Rx,0,7,00,05,18,00,62,FF,01,00,
-1762630404237535,0401E411,true,Rx,0,7,01,05,4B,00,AD,FF,01,00,
-1762630404237407,0401E451,true,Rx,0,8,01,52,F4,FF,FF,FF,D4,FC,
-1762630404237237,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630404237151,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630404237023,0401E451,true,Rx,0,8,00,52,78,04,00,00,55,FC,
-1762630404235871,1C0000CA,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630404235743,1C0000CA,true,Rx,0,5,00,D5,16,40,03,00,00,00,
-1762630404234634,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404233738,1C000146,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630404233610,1C000146,true,Rx,0,5,00,D5,17,1E,03,00,00,00,
-1762630404232458,0401E481,true,Rx,0,4,11,01,C4,FF,00,00,00,00,
-1762630404232330,0401E481,true,Rx,0,4,11,00,8F,FF,00,00,00,00,
-1762630404232245,0401E481,true,Rx,0,4,12,00,39,00,00,00,00,00,
-1762630404232117,0401E481,true,Rx,0,4,12,01,FB,FE,00,00,00,00,
-1762630404231562,040A2012,true,Rx,0,8,20,00,30,00,ED,02,56,CE,
-1762630404231434,04056412,true,Rx,0,8,FB,FF,0A,00,32,06,56,CE,
-1762630404229941,040A2011,true,Rx,0,8,F8,FF,E8,FF,8A,03,59,CE,
-1762630404229813,04056411,true,Rx,0,8,FC,FF,0A,00,B4,01,59,CE,
-1762630404227296,0401E412,true,Rx,0,7,00,05,01,00,00,00,01,00,
-1762630404227168,0401E412,true,Rx,0,7,01,05,2B,00,F0,FE,01,00,
-1762630404226997,0401E452,true,Rx,0,8,01,5B,4B,04,00,00,40,F9,
-1762630404226869,0401E452,true,Rx,0,8,00,5B,B5,FF,FF,FF,2D,00,
-1762630404226314,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630404226144,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630404223797,1C0000D5,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630404223669,1C0000D5,true,Rx,0,5,00,77,16,40,03,00,00,00,
-1762630404223157,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404222304,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404221664,1C0002A6,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630404221536,1C0002A6,true,Rx,0,5,00,77,17,1E,03,00,00,00,
-1762630404217653,0401E411,true,Rx,0,7,00,05,16,00,66,FF,01,00,
-1762630404217525,0401E411,true,Rx,0,7,01,05,3E,00,A4,FF,01,00,
-1762630404217397,0401E451,true,Rx,0,8,00,66,76,04,00,00,73,FC,
-1762630404217269,0401E451,true,Rx,0,8,01,66,F3,FF,FF,FF,EC,FC,
-1762630404217099,1C0000C1,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630404217013,1C0000C1,true,Rx,0,5,00,69,16,40,03,00,00,00,
-1762630404214965,1C000026,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630404214838,1C000026,true,Rx,0,5,00,69,17,1E,03,00,00,00,
-1762630404212363,0401E481,true,Rx,0,4,11,01,CB,FF,00,00,00,00,
-1762630404212278,0401E481,true,Rx,0,4,11,00,9D,FF,00,00,00,00,
-1762630404212150,0401E481,true,Rx,0,4,12,00,43,00,00,00,00,00,
-1762630404212064,0401E481,true,Rx,0,4,12,01,09,FF,00,00,00,00,
-1762630404211766,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404211595,040A2012,true,Rx,0,8,0F,00,85,FF,91,04,6A,CE,
-1762630404211510,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404211382,04056412,true,Rx,0,8,FB,FF,09,00,3C,06,6A,CE,
-1762630404209974,040A2011,true,Rx,0,8,B3,FF,C4,FF,E4,03,6D,CE,
-1762630404209846,04056411,true,Rx,0,8,FC,FF,0A,00,B6,01,6D,CE,
-1762630404209504,0405240A,true,Rx,0,3,59,01,00,00,00,00,00,00,
-1762630404207286,0401E412,true,Rx,0,7,00,05,07,00,00,00,01,00,
-1762630404207158,0401E412,true,Rx,0,7,01,05,2C,00,D4,FE,01,00,
-1762630404207030,0401E452,true,Rx,0,8,01,6F,48,04,00,00,67,F9,
-1762630404206902,0401E452,true,Rx,0,8,00,6F,B5,FF,FF,FF,5F,00,
-1762630404204726,1C0000C2,true,Rx,0,8,02,FD,09,00,00,11,27,80,
-1762630404204641,1C0000C2,true,Rx,0,5,00,E1,16,40,03,00,00,00,
-1762630404202593,1C000046,true,Rx,0,8,02,FD,09,00,00,11,27,80,
-1762630404202465,1C000046,true,Rx,0,5,00,E1,17,1E,03,00,00,00,
-1762630404200502,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630404197644,0401E411,true,Rx,0,7,00,05,17,00,60,FF,01,00,
-1762630404197516,0401E411,true,Rx,0,7,01,05,3D,00,A4,FF,01,00,
-1762630404197388,0401E451,true,Rx,0,8,01,7A,F3,FF,FF,FF,09,FD,
-1762630404197260,0401E451,true,Rx,0,8,00,7A,75,04,00,00,A0,FC,
-1762630404196748,0405C40F,true,Rx,0,8,00,01,C1,3C,D9,05,65,02,
-1762630404196577,0405C42F,true,Rx,0,8,00,64,CE,25,2A,00,61,00,
-1762630404196449,0405C40F,true,Rx,0,8,01,01,06,41,B4,05,7E,03,
-1762630404196321,0405C42F,true,Rx,0,8,01,64,37,28,B5,FF,F1,00,
-1762630404196193,0405C52F,true,Rx,0,5,00,FF,FF,08,00,00,00,00,
-1762630404196065,0405C40F,true,Rx,0,8,02,01,EA,3D,CD,07,95,04,
-1762630404195894,0405C42F,true,Rx,0,8,02,64,88,26,D8,FF,48,00,
-1762630404195809,0405C52F,true,Rx,0,5,02,9D,FF,EA,FF,00,00,00,
-1762630404195681,0405C52F,true,Rx,0,5,01,35,00,19,00,00,00,00,
-1762630404194956,0405C410,true,Rx,0,8,00,01,37,37,A5,27,96,15,
-1762630404194828,0405C430,true,Rx,0,8,00,64,17,24,8C,00,AE,02,
-1762630404194700,0405C530,true,Rx,0,5,00,EA,FF,FB,FF,00,00,00,
-1762630404194572,0405C410,true,Rx,0,8,01,01,0C,38,16,27,40,16,
-1762630404194444,0405C430,true,Rx,0,8,01,64,C6,24,3A,FE,19,03,
-1762630404194316,0405C530,true,Rx,0,5,01,8C,04,D3,01,00,00,00,
-1762630404194188,0405C410,true,Rx,0,8,02,01,C5,38,07,26,58,16,
-1762630404194060,0405C430,true,Rx,0,8,02,64,4B,24,31,FF,B9,00,
-1762630404193932,0405C530,true,Rx,0,5,02,EE,FF,C4,01,00,00,00,
-1762630404192310,0401E481,true,Rx,0,4,11,01,D5,FF,00,00,00,00,
-1762630404192225,0401E481,true,Rx,0,4,11,00,AA,FF,00,00,00,00,
-1762630404192097,0401E481,true,Rx,0,4,12,00,4D,00,00,00,00,00,
-1762630404192012,0401E481,true,Rx,0,4,12,01,17,FF,00,00,00,00,
-1762630404191585,040A2012,true,Rx,0,8,CB,FF,9D,FF,7E,03,7E,CE,
-1762630404191457,04056412,true,Rx,0,8,FB,FF,09,00,46,06,7E,CE,
-1762630404189750,040A2011,true,Rx,0,8,CB,FF,C5,FF,93,03,81,CE,
-1762630404189580,04056411,true,Rx,0,8,FC,FF,09,00,B8,01,81,CE,
-1762630404188428,1C00005A,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630404188300,1C00005A,true,Rx,0,8,01,CD,00,28,C6,14,03,00,
-1762630404188172,1C00005A,true,Rx,0,5,01,00,00,3E,03,00,00,00,
-1762630404187319,1C000342,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630404187191,0401E412,true,Rx,0,7,00,05,02,00,00,00,01,00,
-1762630404187020,0401E412,true,Rx,0,7,01,05,28,00,F9,FE,01,00,
-1762630404186892,0401E452,true,Rx,0,8,01,83,45,04,00,00,7D,F9,
-1762630404186764,0401E452,true,Rx,0,8,00,83,B5,FF,FF,FF,98,00,
-1762630404186593,1C000342,true,Rx,0,8,01,CD,01,28,C6,14,03,00,
-1762630404186465,1C000342,true,Rx,0,5,00,00,00,31,03,00,00,00,
-1762630404177634,0401E411,true,Rx,0,7,00,05,17,00,6C,FF,01,00,
-1762630404177506,0401E411,true,Rx,0,7,01,05,3A,00,AD,FF,01,00,
-1762630404177378,0401E451,true,Rx,0,8,00,8E,74,04,00,00,CE,FC,
-1762630404177250,0401E451,true,Rx,0,8,01,8E,F2,FF,FF,FF,27,FD,
-1762630404172386,0401E481,true,Rx,0,4,11,01,DC,FF,00,00,00,00,
-1762630404172300,0401E481,true,Rx,0,4,11,00,B8,FF,00,00,00,00,
-1762630404172173,0401E481,true,Rx,0,4,12,00,57,00,00,00,00,00,
-1762630404172045,0401E481,true,Rx,0,4,12,01,25,FF,00,00,00,00,
-1762630404171575,040A2012,true,Rx,0,8,E9,FF,F2,FF,FC,04,92,CE,
-1762630404171447,04056412,true,Rx,0,8,F9,FF,0A,00,52,06,92,CE,
-1762630404169826,040A2011,true,Rx,0,8,5F,00,EC,FF,1C,04,95,CE,
-1762630404169698,04056411,true,Rx,0,8,FC,FF,09,00,BA,01,95,CE,
-1762630404167309,0401E412,true,Rx,0,7,00,05,FF,FF,00,00,01,00,
-1762630404167181,0401E412,true,Rx,0,7,01,05,1E,00,DA,FE,01,00,
-1762630404167010,0401E452,true,Rx,0,8,01,97,42,04,00,00,B5,F9,
-1762630404166882,0401E452,true,Rx,0,8,00,97,B5,FF,FF,FF,D9,00,
-1762630404159757,0405240A,true,Rx,0,3,72,01,00,00,00,00,00,00,
-1762630404157666,0401E411,true,Rx,0,7,00,05,0E,00,6C,FF,01,00,
-1762630404157538,0401E411,true,Rx,0,7,01,05,30,00,A7,FF,01,00,
-1762630404157410,0401E451,true,Rx,0,8,00,A2,72,04,00,00,07,FD,
-1762630404157240,0401E451,true,Rx,0,8,01,A2,F1,FF,FF,FF,4E,FD,
-1762630404156813,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404155576,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404152461,0401E481,true,Rx,0,4,11,01,E5,FF,00,00,00,00,
-1762630404152376,0401E481,true,Rx,0,4,11,00,C5,FF,00,00,00,00,
-1762630404152248,0401E481,true,Rx,0,4,12,00,61,00,00,00,00,00,
-1762630404152163,0401E481,true,Rx,0,4,12,01,33,FF,00,00,00,00,
-1762630404151565,040A2012,true,Rx,0,8,63,00,40,00,1D,03,A6,CE,
-1762630404151437,04056412,true,Rx,0,8,F9,FF,09,00,5C,06,A6,CE,
-1762630404150456,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630404149944,040A2011,true,Rx,0,8,50,00,33,00,A7,03,A9,CE,
-1762630404149816,04056411,true,Rx,0,8,FB,FF,09,00,BD,01,A9,CE,
-1762630404147256,0401E412,true,Rx,0,7,00,05,00,00,00,00,01,00,
-1762630404147128,0401E412,true,Rx,0,7,01,05,14,00,E3,FE,01,00,
-1762630404147000,0401E452,true,Rx,0,8,01,AB,3F,04,00,00,F1,F9,
-1762630404146872,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630404146744,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630404146616,0401E452,true,Rx,0,8,00,AB,B5,FF,FF,FF,21,01,
-1762630404146446,0405C40F,true,Rx,0,8,00,01,13,3D,FC,05,6B,02,
-1762630404146318,0405C42F,true,Rx,0,8,00,64,EF,25,E0,FF,66,00,
-1762630404146190,0405C40F,true,Rx,0,8,01,01,03,41,1A,06,42,03,
-1762630404146062,0405C42F,true,Rx,0,8,01,64,19,28,66,FF,85,00,
-1762630404145934,0405C52F,true,Rx,0,5,01,76,00,2E,00,00,00,00,
-1762630404145806,0405C40F,true,Rx,0,8,02,01,D4,3D,01,08,CA,04,
-1762630404145678,0405C42F,true,Rx,0,8,02,64,80,26,F0,FF,46,00,
-1762630404145550,0405C52F,true,Rx,0,5,02,CE,FF,CF,FF,00,00,00,
-1762630404145422,0405C52F,true,Rx,0,5,00,E7,FF,EF,FF,00,00,00,
-1762630404144952,0405C410,true,Rx,0,8,00,01,26,37,01,28,EC,15,
-1762630404144824,0405C430,true,Rx,0,8,00,64,10,24,CD,FF,48,01,
-1762630404144654,0405C410,true,Rx,0,8,01,01,FF,37,DC,27,52,17,
-1762630404144526,0405C430,true,Rx,0,8,01,64,A3,24,B0,FD,E4,02,
-1762630404144440,0405C530,true,Rx,0,5,00,36,00,29,00,00,00,00,
-1762630404144270,0405C410,true,Rx,0,8,02,01,A4,38,F9,26,66,17,
-1762630404144142,0405C430,true,Rx,0,8,02,64,23,24,DC,FF,CF,00,
-1762630404144014,0405C530,true,Rx,0,5,02,24,FF,A8,00,00,00,00,
-1762630404143928,0405C530,true,Rx,0,5,01,94,00,3D,01,00,00,00,
-1762630404141411,04098C31,true,Rx,0,3,00,91,09,00,00,00,00,00,
-1762630404141326,04098C51,true,Rx,0,3,00,9C,00,00,00,00,00,00,
-1762630404138382,1C0003FA,true,Rx,0,8,02,FD,1F,00,00,00,00,00,
-1762630404138254,1C0003FA,true,Rx,0,8,00,E2,14,02,01,28,80,33,
-1762630404138126,1C0003FA,true,Rx,0,8,00,00,00,57,69,66,69,42,
-1762630404137998,1C0003FA,true,Rx,0,8,6C,65,44,6F,6E,67,6C,65,
-1762630404137870,1C0003FA,true,Rx,0,3,00,3C,03,00,00,00,00,00,
-1762630404137401,0401E411,true,Rx,0,7,00,05,09,00,68,FF,01,00,
-1762630404137273,0401E411,true,Rx,0,7,01,05,33,00,A7,FF,01,00,
-1762630404137145,0401E451,true,Rx,0,8,01,B6,F1,FF,FF,FF,7C,FD,
-1762630404137017,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630404136889,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630404136718,0401E451,true,Rx,0,8,00,B6,71,04,00,00,4C,FD,
-1762630404135481,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630404135310,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630404132494,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404132366,0401E481,true,Rx,0,4,11,01,EB,FF,00,00,00,00,
-1762630404132281,0401E481,true,Rx,0,4,11,00,D2,FF,00,00,00,00,
-1762630404132153,0401E481,true,Rx,0,4,12,00,6B,00,00,00,00,00,
-1762630404132025,0401E481,true,Rx,0,4,12,01,41,FF,00,00,00,00,
-1762630404131598,040A2012,true,Rx,0,8,08,00,A5,FF,B8,04,BA,CE,
-1762630404131427,04056412,true,Rx,0,8,F9,FF,09,00,66,06,BA,CE,
-1762630404130489,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404129977,040A2011,true,Rx,0,8,CD,FF,0B,00,D8,03,BD,CE,
-1762630404129849,04056411,true,Rx,0,8,FB,FF,08,00,BF,01,BD,CE,
-1762630404127289,0401E412,true,Rx,0,7,00,05,07,00,00,00,01,00,
-1762630404127161,0401E412,true,Rx,0,7,01,05,09,00,D7,FE,01,00,
-1762630404127033,0401E452,true,Rx,0,8,01,BF,3C,04,00,00,40,FA,
-1762630404126905,0401E452,true,Rx,0,8,00,BF,B5,FF,FF,FF,71,01,
-1762630404126478,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404126180,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404124430,1C00015A,true,Rx,0,8,02,FD,09,00,07,01,28,80,
-1762630404124302,1C00015A,true,Rx,0,5,00,D7,16,40,03,00,00,00,
-1762630404122852,1C00034A,true,Rx,0,8,02,FD,09,00,07,01,28,80,
-1762630404122766,1C00034A,true,Rx,0,5,00,D7,17,1E,03,00,00,00,
-1762630404117647,0401E411,true,Rx,0,7,00,05,08,00,70,FF,01,00,
-1762630404117519,0401E411,true,Rx,0,7,01,05,36,00,BE,FF,01,00,
-1762630404117391,0401E451,true,Rx,0,8,00,CA,6F,04,00,00,95,FD,
-1762630404117220,0401E451,true,Rx,0,8,01,CA,F0,FF,FF,FF,9D,FD,
-1762630404117092,1C0002BA,true,Rx,0,8,02,FD,09,00,06,01,28,80,
-1762630404117007,1C0002BA,true,Rx,0,5,00,1A,16,40,03,00,00,00,
-1762630404116495,1C00003A,true,Rx,0,8,02,FD,09,00,0C,01,28,80,
-1762630404116367,1C00003A,true,Rx,0,5,00,A7,16,40,03,00,00,00,
-1762630404115641,1C000355,true,Rx,0,8,02,FD,09,00,06,01,28,80,
-1762630404115556,1C000355,true,Rx,0,5,00,1A,17,1E,03,00,00,00,
-1762630404115385,1C000341,true,Rx,0,8,02,FD,09,00,0C,01,28,80,
-1762630404115257,1C000341,true,Rx,0,5,00,A7,17,1E,03,00,00,00,
-1762630404112484,0401E481,true,Rx,0,4,11,01,F1,FF,00,00,00,00,
-1762630404112356,0401E481,true,Rx,0,4,11,00,DF,FF,00,00,00,00,
-1762630404112271,0401E481,true,Rx,0,4,12,00,75,00,00,00,00,00,
-1762630404112143,0401E481,true,Rx,0,4,12,01,4F,FF,00,00,00,00,
-1762630404111588,040A2012,true,Rx,0,8,7F,00,10,00,EF,03,CE,CE,
-1762630404111460,04056412,true,Rx,0,8,F9,FF,08,00,71,06,CE,CE,
-1762630404109967,040A2011,true,Rx,0,8,07,00,46,00,DD,03,D1,CE,
-1762630404109839,04056411,true,Rx,0,8,FC,FF,07,00,C1,01,D1,CE,
-1762630404107706,0405240A,true,Rx,0,3,7E,01,00,00,00,00,00,00,
-1762630404107322,0401E412,true,Rx,0,7,00,05,07,00,00,00,01,00,
-1762630404107194,0401E412,true,Rx,0,7,01,05,09,00,FC,FE,01,00,
-1762630404107023,0401E452,true,Rx,0,8,01,D3,39,04,00,00,7E,FA,
-1762630404106895,0401E452,true,Rx,0,8,00,D3,B5,FF,FF,FF,C8,01,
-1762630404100495,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630404097679,0401E411,true,Rx,0,7,00,05,08,00,78,FF,01,00,
-1762630404097551,0401E411,true,Rx,0,7,01,05,26,00,BE,FF,01,00,
-1762630404097423,0401E451,true,Rx,0,8,01,DE,F0,FF,FF,FF,C3,FD,
-1762630404097253,0401E451,true,Rx,0,8,00,DE,6E,04,00,00,E2,FD,
-1762630404096741,0405C40F,true,Rx,0,8,00,01,4A,3D,28,06,6E,02,
-1762630404096613,0405C42F,true,Rx,0,8,00,64,11,26,09,00,55,00,
-1762630404096485,0405C40F,true,Rx,0,8,01,01,FD,40,83,05,7C,03,
-1762630404096314,0405C42F,true,Rx,0,8,01,64,37,28,C1,FF,10,01,
-1762630404096229,0405C52F,true,Rx,0,5,00,10,00,E2,FF,00,00,00,
-1762630404096058,0405C40F,true,Rx,0,8,02,01,CD,3D,4E,08,D6,04,
-1762630404095930,0405C42F,true,Rx,0,8,02,64,87,26,E6,FF,4A,00,
-1762630404095845,0405C52F,true,Rx,0,5,02,D0,FF,00,00,00,00,00,
-1762630404095717,0405C52F,true,Rx,0,5,01,F1,FF,37,00,00,00,00,
-1762630404094949,0405C410,true,Rx,0,8,00,01,1B,37,30,28,93,15,
-1762630404094821,0405C430,true,Rx,0,8,00,64,22,24,24,00,0C,01,
-1762630404094693,0405C410,true,Rx,0,8,01,01,DC,37,2D,28,91,17,
-1762630404094565,0405C430,true,Rx,0,8,01,64,89,24,9C,FD,A2,02,
-1762630404094437,0405C530,true,Rx,0,5,00,69,00,D5,FF,00,00,00,
-1762630404094309,0405C410,true,Rx,0,8,02,01,6D,38,0C,28,63,18,
-1762630404094181,0405C430,true,Rx,0,8,02,64,1C,24,C3,00,86,FF,
-1762630404094053,0405C530,true,Rx,0,5,02,0C,00,96,FF,00,00,00,
-1762630404093925,0405C530,true,Rx,0,5,01,AC,FF,4E,01,00,00,00,
-1762630404093797,1C00017A,true,Rx,0,8,02,FD,09,00,09,01,28,80,
-1762630404093669,1C00017A,true,Rx,0,5,00,75,16,40,03,00,00,00,
-1762630404093285,1C00029A,true,Rx,0,8,02,FD,09,00,08,01,28,80,
-1762630404093200,1C00029A,true,Rx,0,5,00,B8,16,40,03,00,00,00,
-1762630404092474,1C00023A,true,Rx,0,8,02,FD,09,00,0A,01,28,80,
-1762630404092346,1C00023A,true,Rx,0,5,00,3B,16,40,03,00,00,00,
-1762630404092261,0401E481,true,Rx,0,4,11,01,F7,FF,00,00,00,00,
-1762630404092133,0401E481,true,Rx,0,4,11,00,EC,FF,00,00,00,00,
-1762630404092048,0401E481,true,Rx,0,4,12,01,5E,FF,00,00,00,00,
-1762630404091920,0401E481,true,Rx,0,4,12,00,7E,00,00,00,00,00,
-1762630404091578,040A2012,true,Rx,0,8,58,00,0C,00,FC,03,E2,CE,
-1762630404091450,04056412,true,Rx,0,8,FA,FF,08,00,7A,06,E2,CE,
-1762630404090853,1C000354,true,Rx,0,8,02,FD,09,00,08,01,28,80,
-1762630404090725,1C000354,true,Rx,0,5,00,B8,17,1E,03,00,00,00,
-1762630404090298,1C000351,true,Rx,0,8,02,FD,09,00,0A,01,28,80,
-1762630404090170,1C000351,true,Rx,0,5,00,3B,17,1E,03,00,00,00,
-1762630404089957,040A2011,true,Rx,0,8,F7,FF,E0,FF,74,03,E5,CE,
-1762630404089786,04056411,true,Rx,0,8,FC,FF,06,00,C3,01,E5,CE,
-1762630404089274,1C00034B,true,Rx,0,8,02,FD,09,00,09,01,28,80,
-1762630404089146,1C00034B,true,Rx,0,5,00,75,17,1E,03,00,00,00,
-1762630404087312,0401E412,true,Rx,0,7,00,05,11,00,00,00,01,00,
-1762630404087184,0401E412,true,Rx,0,7,01,05,0B,00,04,FF,01,00,
-1762630404087056,0401E452,true,Rx,0,8,01,E7,36,04,00,00,C1,FA,
-1762630404086885,0401E452,true,Rx,0,8,00,E7,B5,FF,FF,FF,26,02,
-1762630404086416,1C0000BA,true,Rx,0,8,02,FD,09,00,0D,01,28,80,
-1762630404086288,1C0000BA,true,Rx,0,5,00,6A,16,40,03,00,00,00,
-1762630404086160,1C00037A,true,Rx,0,8,02,FD,09,00,0B,01,28,80,
-1762630404086032,1C00037A,true,Rx,0,5,00,F6,16,40,03,00,00,00,
-1762630404084752,1C000345,true,Rx,0,8,02,FD,09,00,0D,01,28,80,
-1762630404084624,1C000345,true,Rx,0,5,00,6A,17,1E,03,00,00,00,
-1762630404083984,1C00035B,true,Rx,0,8,02,FD,09,00,0B,01,28,80,
-1762630404083856,1C00035B,true,Rx,0,5,00,F6,17,1E,03,00,00,00,
-1762630404077670,0401E411,true,Rx,0,7,00,05,06,00,77,FF,01,00,
-1762630404077542,0401E411,true,Rx,0,7,01,05,27,00,BF,FF,01,00,
-1762630404077414,0401E451,true,Rx,0,8,01,F2,EF,FF,FF,FF,ED,FD,
-1762630404077243,0401E451,true,Rx,0,8,00,F2,6D,04,00,00,39,FE,
-1762630404077158,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404074512,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630404072422,0401E481,true,Rx,0,4,11,01,FD,FF,00,00,00,00,
-1762630404072336,0401E481,true,Rx,0,4,11,00,F9,FF,00,00,00,00,
-1762630404072208,0401E481,true,Rx,0,4,12,00,88,00,00,00,00,00,
-1762630404072123,0401E481,true,Rx,0,4,12,01,6C,FF,00,00,00,00,
-1762630404071568,040A2012,true,Rx,0,8,51,00,C7,FF,76,03,F6,CE,
-1762630404071440,04056412,true,Rx,0,8,FA,FF,07,00,83,06,F6,CE,
-1762630404069947,040A2011,true,Rx,0,8,8C,00,D0,FF,0B,04,F9,CE,
-1762630404069819,04056411,true,Rx,0,8,FD,FF,06,00,C5,01,F9,CE,
-1762630404067302,0401E412,true,Rx,0,7,00,05,24,00,00,00,01,00,
-1762630404067174,0401E412,true,Rx,0,7,01,05,0E,00,1B,FF,01,00,
-1762630404067046,0401E452,true,Rx,0,8,01,FB,34,04,00,00,FD,FA,
-1762630404066875,0401E452,true,Rx,0,8,00,FB,B6,FF,FF,FF,8C,02,
-1762630404066107,1C00005A,true,Rx,0,8,02,FD,09,00,0E,01,28,80,
-1762630404065979,1C00005A,true,Rx,0,5,00,24,16,40,03,00,00,00,
