Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630418471572,0401E481,true,Rx,0,4,11,00,26,01,00,00,00,00,
-1762630418471444,0401E481,true,Rx,0,4,12,00,7F,01,00,00,00,00,
-1762630418471358,0401E481,true,Rx,0,4,12,01,99,00,00,00,00,00,
-1762630418471230,04056412,true,Rx,0,8,F9,FF,F1,FF,B9,FE,B6,96,
-1762630418470164,040A2011,true,Rx,0,8,84,00,E4,FF,18,04,B9,96,
-1762630418469993,04056411,true,Rx,0,8,02,00,F1,FF,BD,FA,B9,96,
-1762630418469140,0401E412,true,Rx,0,7,00,05,1B,00,67,01,01,00,
-1762630418469012,0401E412,true,Rx,0,7,01,05,09,00,07,00,01,00,
-1762630418468884,0401E452,true,Rx,0,8,01,B9,22,00,00,00,B3,02,
-1762630418468756,0401E452,true,Rx,0,8,00,B9,96,FD,FF,FF,EA,07,
-1762630418466494,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630418466366,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630418461844,0401E411,true,Rx,0,7,00,05,06,00,CD,00,01,00,
-1762630418461716,0401E411,true,Rx,0,7,01,05,4D,01,CC,00,01,00,
-1762630418461588,0401E451,true,Rx,0,8,01,C2,C5,FE,FF,FF,26,06,
-1762630418461417,0401E451,true,Rx,0,8,00,C2,C3,00,00,00,F0,03,
-1762630418459625,0405240A,true,Rx,0,3,CB,00,00,00,00,00,00,00,
-1762630418458004,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418454719,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418451775,040A2012,true,Rx,0,8,26,00,70,00,73,04,CA,96,
-1762630418451647,04056412,true,Rx,0,8,F8,FF,F0,FF,C3,FE,CA,96,
-1762630418451519,0401E481,true,Rx,0,4,11,01,D5,00,00,00,00,00,
-1762630418451434,0401E481,true,Rx,0,4,11,00,32,01,00,00,00,00,
-1762630418451306,0401E481,true,Rx,0,4,12,01,A9,00,00,00,00,00,
-1762630418451220,0401E481,true,Rx,0,4,12,00,80,01,00,00,00,00,
-1762630418451092,04057002,true,Rx,0,4,13,DE,15,69,00,00,00,00,
-1762630418450708,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630418450111,040A2011,true,Rx,0,8,3B,00,45,00,AC,03,CD,96,
-1762630418449983,04056411,true,Rx,0,8,00,00,F1,FF,BD,FA,CD,96,
-1762630418449428,0401E412,true,Rx,0,7,00,05,2A,00,59,01,01,00,
-1762630418449300,0401E412,true,Rx,0,7,01,02,0D,00,0C,00,01,00,
-1762630418449172,0401E452,true,Rx,0,8,01,CD,23,00,00,00,28,03,
-1762630418449044,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630418448916,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630418448788,0401E452,true,Rx,0,8,00,CD,9A,FD,FF,FF,07,08,
-1762630418446826,0405C40F,true,Rx,0,8,00,01,32,37,37,1F,3C,09,
-1762630418446698,0405C42F,true,Rx,0,8,00,64,98,25,F2,FF,C7,01,
-1762630418446570,0405C52F,true,Rx,0,5,00,A8,00,93,00,00,00,00,
-1762630418446442,0405C40F,true,Rx,0,8,01,01,9C,36,43,1C,99,0B,
-1762630418446314,0405C42F,true,Rx,0,8,01,64,37,24,FA,00,13,00,
-1762630418446186,0405C40F,true,Rx,0,8,02,01,48,37,28,1A,C2,0A,
-1762630418446015,0405C42F,true,Rx,0,8,02,64,42,24,18,00,86,00,
-1762630418445887,0405C52F,true,Rx,0,5,01,D1,00,3F,FF,00,00,00,
-1762630418445802,0405C52F,true,Rx,0,5,02,C5,FF,ED,FF,00,00,00,
-1762630418445077,0405C410,true,Rx,0,8,00,01,F8,43,0D,05,0A,00,
-1762630418444949,0405C430,true,Rx,0,8,00,64,8A,29,B1,02,00,02,
-1762630418444778,0405C410,true,Rx,0,8,01,01,CD,43,1F,FF,86,08,
-1762630418444650,0405C430,true,Rx,0,8,01,64,63,29,7E,05,DD,04,
-1762630418444522,0405C530,true,Rx,0,5,00,51,00,8D,01,00,00,00,
-1762630418444394,0405C410,true,Rx,0,8,02,01,30,44,23,07,9E,05,
-1762630418444266,0405C430,true,Rx,0,8,02,64,69,2A,C0,01,8D,FE,
-1762630418444138,0405C530,true,Rx,0,5,02,B3,FE,01,FE,00,00,00,
-1762630418444053,0405C530,true,Rx,0,5,01,4D,FC,2D,03,00,00,00,
-1762630418441578,04098C31,true,Rx,0,3,00,98,09,00,00,00,00,00,
-1762630418441493,04098C51,true,Rx,0,3,00,A8,01,00,00,00,00,00,
-1762630418441365,0401E411,true,Rx,0,7,00,05,02,00,E9,00,01,00,
-1762630418441194,0401E411,true,Rx,0,7,01,05,62,01,C3,00,01,00,
-1762630418441066,0401E451,true,Rx,0,8,01,D6,C7,FE,FF,FF,33,06,
-1762630418440938,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630418440810,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630418440682,0401E451,true,Rx,0,8,00,D6,C5,00,00,00,26,04,
-1762630418438677,1C00005A,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630418438549,1C00005A,true,Rx,0,8,01,CD,00,E1,C6,14,03,00,
-1762630418438421,1C00005A,true,Rx,0,5,01,00,00,8C,03,00,00,00,
-1762630418437525,1C000342,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630418437397,1C000342,true,Rx,0,8,01,CD,01,E1,C6,14,03,00,
-1762630418437269,1C000342,true,Rx,0,5,00,00,00,83,03,00,00,00,
-1762630418431765,040A2012,true,Rx,0,8,57,00,E1,FF,00,04,DE,96,
-1762630418431680,0401E481,true,Rx,0,4,11,01,DC,00,00,00,00,00,
-1762630418431552,0401E481,true,Rx,0,4,11,00,3B,01,00,00,00,00,
-1762630418431466,0401E481,true,Rx,0,4,12,01,B2,00,00,00,00,00,
-1762630418431338,0401E481,true,Rx,0,4,12,00,88,01,00,00,00,00,
-1762630418431253,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418431168,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418431040,04056412,true,Rx,0,8,F8,FF,F1,FF,CD,FE,DE,96,
-1762630418430144,040A2011,true,Rx,0,8,01,00,3B,00,20,04,E1,96,
-1762630418430016,04056411,true,Rx,0,8,01,00,F2,FF,BB,FA,E1,96,
-1762630418429461,0401E412,true,Rx,0,7,00,05,33,00,53,01,01,00,
-1762630418429333,0401E412,true,Rx,0,7,01,02,16,00,16,00,01,00,
-1762630418429163,0401E452,true,Rx,0,8,01,E1,24,00,00,00,9D,03,
-1762630418429035,0401E452,true,Rx,0,8,00,E1,9E,FD,FF,FF,2E,08,
-1762630418421824,0401E411,true,Rx,0,7,00,05,06,00,DA,00,01,00,
-1762630418421696,0401E411,true,Rx,0,7,01,05,5F,01,C6,00,01,00,
-1762630418421568,0401E451,true,Rx,0,8,01,EA,C9,FE,FF,FF,43,06,
-1762630418421440,0401E451,true,Rx,0,8,00,EA,C7,00,00,00,6E,04,
-1762630418411798,040A2012,true,Rx,0,8,2B,00,16,00,26,04,F2,96,
-1762630418411627,04056412,true,Rx,0,8,F9,FF,F1,FF,D7,FE,F2,96,
-1762630418411542,0401E481,true,Rx,0,4,11,01,E2,00,00,00,00,00,
-1762630418411414,0401E481,true,Rx,0,4,11,00,45,01,00,00,00,00,
-1762630418411329,0401E481,true,Rx,0,4,12,01,BC,00,00,00,00,00,
-1762630418411201,0401E481,true,Rx,0,4,12,00,90,01,00,00,00,00,
-1762630418410134,040A2011,true,Rx,0,8,1F,00,BE,FF,06,04,F5,96,
-1762630418410006,04056411,true,Rx,0,8,00,00,F0,FF,BA,FA,F5,96,
-1762630418409878,0405240A,true,Rx,0,3,E9,00,00,00,00,00,00,00,
-1762630418409451,0401E412,true,Rx,0,7,00,05,35,00,69,01,01,00,
-1762630418409323,0401E412,true,Rx,0,7,01,05,16,00,3A,00,01,00,
-1762630418409195,0401E452,true,Rx,0,8,01,F5,26,00,00,00,FE,03,
-1762630418409067,0401E452,true,Rx,0,8,00,F5,A2,FD,FF,FF,4B,08,
-1762630418401857,0401E411,true,Rx,0,7,00,05,09,00,EA,00,01,00,
-1762630418401729,0401E411,true,Rx,0,7,01,05,61,01,B9,00,01,00,
-1762630418401601,0401E451,true,Rx,0,8,01,FE,CA,FE,FF,FF,61,06,
-1762630418401430,0401E451,true,Rx,0,8,00,FE,C9,00,00,00,B2,04,
-1762630418400662,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630418396823,0405C40F,true,Rx,0,8,00,01,1E,37,14,1F,EE,08,
-1762630418396695,0405C42F,true,Rx,0,8,00,64,B8,25,3C,00,6B,01,
-1762630418396567,0405C40F,true,Rx,0,8,01,01,8E,36,74,1C,C4,09,
-1762630418396396,0405C42F,true,Rx,0,8,01,64,66,24,25,FF,71,FF,
-1762630418396311,0405C52F,true,Rx,0,5,00,B5,FF,CB,FF,00,00,00,
-1762630418396183,0405C40F,true,Rx,0,8,02,01,35,37,6F,1A,BA,0A,
-1762630418396055,0405C42F,true,Rx,0,8,02,64,3A,24,B1,FF,1A,00,
-1762630418395927,0405C52F,true,Rx,0,5,02,B3,FF,F1,FF,00,00,00,
-1762630418395799,0405C52F,true,Rx,0,5,01,08,00,2D,00,00,00,00,
-1762630418395073,0405C410,true,Rx,0,8,00,01,7B,43,DC,04,0C,01,
-1762630418394945,0405C430,true,Rx,0,8,00,64,80,29,9A,00,C9,02,
-1762630418394817,0405C410,true,Rx,0,8,01,01,A0,43,80,F9,79,07,
-1762630418394647,0405C430,true,Rx,0,8,01,64,81,29,27,FE,F7,FD,
-1762630418394561,0405C530,true,Rx,0,5,00,AA,01,5E,01,00,00,00,
-1762630418394391,0405C410,true,Rx,0,8,02,01,F2,43,CC,08,E0,05,
-1762630418394263,0405C430,true,Rx,0,8,02,64,08,2A,C3,FD,FC,FC,
-1762630418394177,0405C530,true,Rx,0,5,02,84,01,9C,02,00,00,00,
-1762630418394049,0405C530,true,Rx,0,5,01,12,01,5A,05,00,00,00,
-1762630418391745,040A2012,true,Rx,0,8,98,00,A3,00,74,03,06,97,
-1762630418391617,04056412,true,Rx,0,8,F9,FF,F0,FF,E2,FE,06,97,
-1762630418391404,0401E481,true,Rx,0,4,11,01,DA,00,00,00,00,00,
-1762630418391319,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418391191,0401E481,true,Rx,0,4,12,00,85,01,00,00,00,00,
-1762630418391105,0401E481,true,Rx,0,4,12,01,D3,00,00,00,00,00,
-1762630418390124,040A2011,true,Rx,0,8,61,00,C1,FF,D9,03,09,97,
-1762630418389996,04056411,true,Rx,0,8,01,00,F1,FF,B7,FA,09,97,
-1762630418389441,0401E412,true,Rx,0,7,00,05,2C,00,6E,01,01,00,
-1762630418389313,0401E412,true,Rx,0,7,01,05,32,00,4A,00,01,00,
-1762630418389185,0401E452,true,Rx,0,8,01,09,27,00,00,00,64,04,
-1762630418389015,0401E452,true,Rx,0,8,00,09,A6,FD,FF,FF,5C,08,
-1762630418384066,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418382444,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418381847,0401E411,true,Rx,0,7,00,05,08,00,FA,00,01,00,
-1762630418381719,0401E411,true,Rx,0,7,01,05,71,01,C1,00,01,00,
-1762630418381548,0401E451,true,Rx,0,8,01,12,CC,FE,FF,FF,73,06,
-1762630418381420,0401E451,true,Rx,0,8,00,12,CC,00,00,00,F0,04,
-1762630418377495,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630418377367,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630418376941,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418375661,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418371778,040A2012,true,Rx,0,8,B4,FF,A2,FF,23,05,1A,97,
-1762630418371650,04056412,true,Rx,0,8,FB,FF,EF,FF,EA,FE,1A,97,
-1762630418371522,0401E481,true,Rx,0,4,11,01,DA,00,00,00,00,00,
-1762630418371437,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418371352,0401E481,true,Rx,0,4,12,01,D9,00,00,00,00,00,
-1762630418371224,0401E481,true,Rx,0,4,12,00,7F,01,00,00,00,00,
-1762630418370157,040A2011,true,Rx,0,8,DA,FF,FD,FF,B9,03,1D,97,
-1762630418370029,04056411,true,Rx,0,8,00,00,F1,FF,B5,FA,1D,97,
-1762630418369474,0401E412,true,Rx,0,7,00,05,33,00,67,01,01,00,
-1762630418369346,0401E412,true,Rx,0,7,01,05,34,00,63,00,01,00,
-1762630418369176,0401E452,true,Rx,0,8,01,1D,28,00,00,00,BC,04,
-1762630418369048,0401E452,true,Rx,0,8,00,1D,AA,FD,FF,FF,6E,08,
-1762630418361837,0401E411,true,Rx,0,7,00,05,09,00,08,01,01,00,
-1762630418361709,0401E411,true,Rx,0,7,01,05,87,01,B9,00,01,00,
-1762630418361581,0401E451,true,Rx,0,8,01,26,CE,FE,FF,FF,8B,06,
-1762630418361411,0401E451,true,Rx,0,8,00,26,CE,00,00,00,23,05,
-1762630418357827,0405240A,true,Rx,0,3,03,01,00,00,00,00,00,00,
-1762630418352750,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418351811,040A2012,true,Rx,0,8,FF,FF,46,00,F5,02,2E,97,
-1762630418351683,0401E481,true,Rx,0,4,11,01,CF,00,00,00,00,00,
-1762630418351598,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418351470,0401E481,true,Rx,0,4,12,00,70,01,00,00,00,00,
-1762630418351384,0401E481,true,Rx,0,4,12,01,E8,00,00,00,00,00,
-1762630418351256,04056412,true,Rx,0,8,FB,FF,ED,FF,F0,FE,2E,97,
-1762630418350744,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630418350659,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418350147,040A2011,true,Rx,0,8,50,00,18,00,FE,03,31,97,
-1762630418349976,04056411,true,Rx,0,8,FF,FF,F0,FF,B3,FA,31,97,
-1762630418349422,0401E412,true,Rx,0,7,00,05,38,00,76,01,01,00,
-1762630418349294,0401E412,true,Rx,0,7,01,05,36,00,92,00,01,00,
-1762630418349166,0401E452,true,Rx,0,8,01,31,2A,00,00,00,FC,04,
-1762630418349038,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630418348910,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630418348782,0401E452,true,Rx,0,8,00,31,AE,FD,FF,FF,6A,08,
-1762630418346819,0405C40F,true,Rx,0,8,00,01,01,37,AF,1F,A5,08,
-1762630418346691,0405C42F,true,Rx,0,8,00,64,E7,25,9C,00,EA,00,
-1762630418346563,0405C40F,true,Rx,0,8,01,01,79,36,C1,1C,6A,0A,
-1762630418346392,0405C42F,true,Rx,0,8,01,64,0B,24,CA,00,23,FF,
-1762630418346307,0405C52F,true,Rx,0,5,00,F5,FE,05,00,00,00,00,
-1762630418346179,0405C40F,true,Rx,0,8,02,01,1D,37,A7,1A,D3,0A,
-1762630418346051,0405C42F,true,Rx,0,8,02,64,2E,24,99,FF,E6,FF,
-1762630418345923,0405C52F,true,Rx,0,5,02,0B,00,BD,FF,00,00,00,
-1762630418345795,0405C52F,true,Rx,0,5,01,B3,FF,D7,00,00,00,00,
-1762630418345070,0405C410,true,Rx,0,8,00,01,07,43,FA,04,59,03,
-1762630418344899,0405C430,true,Rx,0,8,00,64,46,29,8C,01,A7,02,
-1762630418344771,0405C410,true,Rx,0,8,01,01,3E,43,85,05,36,07,
-1762630418344643,0405C430,true,Rx,0,8,01,64,D4,28,14,FC,D2,FB,
-1762630418344515,0405C530,true,Rx,0,5,00,0F,FF,C9,00,00,00,00,
-1762630418344387,0405C410,true,Rx,0,8,02,01,A1,43,4E,09,70,06,
-1762630418344259,0405C430,true,Rx,0,8,02,64,E6,29,2C,FC,44,FC,
-1762630418344131,0405C530,true,Rx,0,5,02,31,FF,9E,FF,00,00,00,
-1762630418344003,0405C530,true,Rx,0,5,01,6F,FD,F7,04,00,00,00,
-1762630418341614,04098C31,true,Rx,0,3,00,99,09,00,00,00,00,00,
-1762630418341529,04098C51,true,Rx,0,3,00,0C,01,00,00,00,00,00,
-1762630418341358,0401E411,true,Rx,0,7,00,05,0A,00,1A,01,01,00,
-1762630418341230,0401E411,true,Rx,0,7,01,05,76,01,C7,00,01,00,
-1762630418341102,0401E451,true,Rx,0,8,01,3A,D0,FE,FF,FF,91,06,
-1762630418340974,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630418340846,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630418340718,0401E451,true,Rx,0,8,00,3A,D1,00,00,00,49,05,
-1762630418331801,040A2012,true,Rx,0,8,C4,00,E6,FF,29,04,42,97,
-1762630418331673,04056412,true,Rx,0,8,F9,FF,EF,FF,F5,FE,42,97,
-1762630418331545,0401E481,true,Rx,0,4,11,01,CF,00,00,00,00,00,
-1762630418331460,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418331332,0401E481,true,Rx,0,4,12,01,EB,00,00,00,00,00,
-1762630418331246,0401E481,true,Rx,0,4,12,00,6D,01,00,00,00,00,
-1762630418330137,040A2011,true,Rx,0,8,E3,FF,03,00,7D,03,45,97,
-1762630418330009,04056411,true,Rx,0,8,FE,FF,F0,FF,B0,FA,45,97,
-1762630418329454,0401E412,true,Rx,0,7,00,05,4D,00,60,01,01,00,
-1762630418329326,0401E412,true,Rx,0,7,01,05,30,00,AC,00,01,00,
-1762630418329198,0401E452,true,Rx,0,8,01,45,2C,00,00,00,2B,05,
-1762630418329028,0401E452,true,Rx,0,8,00,45,B2,FD,FF,FF,73,08,
-1762630418321860,0401E411,true,Rx,0,7,00,05,09,00,22,01,01,00,
-1762630418321732,0401E411,true,Rx,0,7,01,05,7B,01,C9,00,01,00,
-1762630418321604,0401E451,true,Rx,0,8,01,4E,D2,FE,FF,FF,95,06,
-1762630418321433,0401E451,true,Rx,0,8,00,4E,D3,00,00,00,69,05,
-1762630418311791,040A2012,true,Rx,0,8,D5,FF,91,00,2E,05,56,97,
-1762630418311706,0401E481,true,Rx,0,4,11,01,CF,00,00,00,00,00,
-1762630418311578,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418311493,0401E481,true,Rx,0,4,12,00,6D,01,00,00,00,00,
-1762630418311365,0401E481,true,Rx,0,4,12,01,EB,00,00,00,00,00,
-1762630418311237,04056412,true,Rx,0,8,FA,FF,EF,FF,F9,FE,56,97,
-1762630418310170,040A2011,true,Rx,0,8,03,00,33,00,09,03,59,97,
-1762630418309999,04056411,true,Rx,0,8,FF,FF,EF,FF,AD,FA,59,97,
-1762630418309786,0405240A,true,Rx,0,3,14,01,00,00,00,00,00,00,
-1762630418309445,0401E412,true,Rx,0,7,00,05,65,00,55,01,01,00,
-1762630418309317,0401E412,true,Rx,0,7,01,05,22,00,BB,00,01,00,
-1762630418309189,0401E452,true,Rx,0,8,01,59,2F,00,00,00,4F,05,
-1762630418309061,0401E452,true,Rx,0,8,00,59,B5,FD,FF,FF,85,08,
-1762630418301850,0401E411,true,Rx,0,7,00,05,09,00,2C,01,01,00,
-1762630418301722,0401E411,true,Rx,0,7,01,05,4E,01,E6,00,01,00,
-1762630418301594,0401E451,true,Rx,0,8,01,62,D4,FE,FF,FF,84,06,
-1762630418301466,0401E451,true,Rx,0,8,00,62,D6,00,00,00,81,05,
-1762630418300784,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630418298821,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418296858,0405C40F,true,Rx,0,8,00,01,F5,36,14,20,E2,08,
-1762630418296688,0405C42F,true,Rx,0,8,00,64,D4,25,9A,00,C1,00,
-1762630418296560,0405C40F,true,Rx,0,8,01,01,5F,36,27,1D,7D,0A,
-1762630418296432,0405C42F,true,Rx,0,8,01,64,54,24,77,FF,8F,00,
-1762630418296304,0405C52F,true,Rx,0,5,00,16,FF,54,00,00,00,00,
-1762630418296176,0405C40F,true,Rx,0,8,02,01,FA,36,C4,1A,32,0B,
-1762630418296048,0405C42F,true,Rx,0,8,02,64,12,24,F0,FF,93,00,
-1762630418295920,0405C52F,true,Rx,0,5,02,ED,FF,1B,00,00,00,00,
-1762630418295834,0405C52F,true,Rx,0,5,01,B6,00,1B,01,00,00,00,
-1762630418295066,0405C410,true,Rx,0,8,00,01,8D,42,6E,06,32,05,
-1762630418294896,0405C430,true,Rx,0,8,00,64,05,29,84,02,77,02,
-1762630418294768,0405C410,true,Rx,0,8,01,01,FE,42,69,08,00,FD,
-1762630418294640,0405C430,true,Rx,0,8,01,64,03,29,6A,06,20,03,
-1762630418294555,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418294384,0405C410,true,Rx,0,8,02,01,5F,43,C9,08,46,FD,
-1762630418294299,0405C530,true,Rx,0,5,00,19,01,B9,01,00,00,00,
-1762630418294171,0405C430,true,Rx,0,8,02,64,F8,29,60,00,7A,02,
-1762630418294043,0405C530,true,Rx,0,5,02,E3,FC,83,00,00,00,00,
-1762630418293915,0405C530,true,Rx,0,5,01,A4,FF,D3,04,00,00,00,
-1762630418291781,040A2012,true,Rx,0,8,4A,00,CC,FF,5A,03,6A,97,
-1762630418291653,04056412,true,Rx,0,8,FC,FF,ED,FF,FF,FE,6A,97,
-1762630418291355,0401E481,true,Rx,0,4,11,01,C7,00,00,00,00,00,
-1762630418291227,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418291099,0401E481,true,Rx,0,4,12,00,60,01,00,00,00,00,
-1762630418291013,0401E481,true,Rx,0,4,12,01,F8,00,00,00,00,00,
-1762630418290117,040A2011,true,Rx,0,8,A4,00,4B,00,CC,05,6D,97,
-1762630418289989,04056411,true,Rx,0,8,FF,FF,EF,FF,AA,FA,6D,97,
-1762630418289435,0401E412,true,Rx,0,7,00,05,69,00,5D,01,01,00,
-1762630418289307,0401E412,true,Rx,0,7,01,05,2C,00,B9,00,01,00,
-1762630418289179,0401E452,true,Rx,0,8,01,6D,31,00,00,00,7E,05,
-1762630418289008,0401E452,true,Rx,0,8,00,6D,B9,FD,FF,FF,87,08,
-1762630418288496,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630418288325,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630418288240,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418287429,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418281840,0401E411,true,Rx,0,7,00,05,06,00,33,01,01,00,
-1762630418281712,0401E411,true,Rx,0,7,01,05,8C,01,C5,00,01,00,
-1762630418281584,0401E451,true,Rx,0,8,01,76,D6,FE,FF,FF,85,06,
-1762630418281456,0401E451,true,Rx,0,8,00,76,D9,00,00,00,94,05,
-1762630418272582,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418271771,040A2012,true,Rx,0,8,7D,00,ED,FF,A6,03,7E,97,
-1762630418271686,0401E481,true,Rx,0,4,11,01,C7,00,00,00,00,00,
-1762630418271601,0401E481,true,Rx,0,4,11,00,4D,01,00,00,00,00,
-1762630418271473,0401E481,true,Rx,0,4,12,01,F8,00,00,00,00,00,
-1762630418271345,0401E481,true,Rx,0,4,12,00,60,01,00,00,00,00,
-1762630418271259,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630418271131,04056412,true,Rx,0,8,FD,FF,EE,FF,05,FF,7E,97,
-1762630418270150,040A2011,true,Rx,0,8,9C,FF,CA,FF,39,02,81,97,
-1762630418269979,04056411,true,Rx,0,8,00,00,F0,FF,A6,FA,81,97,
-1762630418269467,0401E412,true,Rx,0,7,00,05,58,00,63,01,01,00,
-1762630418269339,0401E412,true,Rx,0,7,01,05,3A,00,C1,00,01,00,
-1762630418269169,0401E452,true,Rx,0,8,01,81,33,00,00,00,A7,05,
-1762630418269041,0401E452,true,Rx,0,8,00,81,BD,FD,FF,FF,85,08,
-1762630418261830,0401E411,true,Rx,0,7,00,05,04,00,39,01,01,00,
-1762630418261702,0401E411,true,Rx,0,7,01,05,69,01,D1,00,01,00,
-1762630418261574,0401E451,true,Rx,0,8,01,8A,D8,FE,FF,FF,7E,06,
-1762630418261446,0401E451,true,Rx,0,8,00,8A,DC,00,00,00,A3,05,
-1762630418259868,0405240A,true,Rx,0,3,2D,01,00,00,00,00,00,00,
-1762630418251804,040A2012,true,Rx,0,8,C2,FF,30,00,26,05,92,97,
-1762630418251676,04056412,true,Rx,0,8,FE,FF,ED,FF,0B,FF,92,97,
-1762630418251548,0401E481,true,Rx,0,4,11,01,BB,00,00,00,00,00,
-1762630418251463,0401E481,true,Rx,0,4,11,00,4C,01,00,00,00,00,
-1762630418251335,0401E481,true,Rx,0,4,12,01,07,01,00,00,00,00,
-1762630418251250,0401E481,true,Rx,0,4,12,00,51,01,00,00,00,00,
-1762630418250823,04048421,true,Rx,0,0,00,00,00,00,00,00,00,00,
-1762630418250524,04072001,true,Rx,0,4,01,01,01,01,00,00,00,00,
-1762630418250140,040A2011,true,Rx,0,8,E8,FF,EE,FF,55,04,95,97,
-1762630418249970,04056411,true,Rx,0,8,00,00,EF,FF,A3,FA,95,97,
-1762630418249458,0401E412,true,Rx,0,7,00,05,4A,00,66,01,01,00,
-1762630418249330,0401E412,true,Rx,0,7,01,05,33,00,E9,00,01,00,
-1762630418249159,0401E452,true,Rx,0,8,01,95,36,00,00,00,BD,05,
-1762630418249031,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630418248903,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630418248775,0401E452,true,Rx,0,8,00,95,C1,FD,FF,FF,76,08,
-1762630418246812,0405C40F,true,Rx,0,8,00,01,BD,36,5F,20,14,09,
-1762630418246684,0405C42F,true,Rx,0,8,00,64,21,26,18,00,3F,00,
-1762630418246556,0405C40F,true,Rx,0,8,01,01,3E,36,EB,1E,31,0B,
-1762630418246428,0405C42F,true,Rx,0,8,01,64,9B,24,89,FF,FD,00,
-1762630418246300,0405C52F,true,Rx,0,5,00,68,FF,C2,00,00,00,00,
-1762630418246172,0405C40F,true,Rx,0,8,02,01,F1,36,3D,1B,5B,0B,
-1762630418246044,0405C42F,true,Rx,0,8,02,64,34,24,29,00,81,00,
-1762630418245874,0405C52F,true,Rx,0,5,02,BE,FF,2D,00,00,00,00,
-1762630418245788,0405C52F,true,Rx,0,5,01,D8,FF,05,01,00,00,00,
-1762630418245063,0405C410,true,Rx,0,8,00,01,19,42,3F,08,1C,05,
-1762630418244935,0405C430,true,Rx,0,8,00,64,B4,28,E2,01,71,00,
-1762630418244807,0405C410,true,Rx,0,8,01,01,ED,42,3D,0C,6E,FA,
-1762630418244679,0405C430,true,Rx,0,8,01,64,72,29,3A,05,42,FC,
-1762630418244551,0405C530,true,Rx,0,5,00,F5,00,91,02,00,00,00,
-1762630418244423,0405C410,true,Rx,0,8,02,01,20,43,2F,09,70,00,
-1762630418244252,0405C430,true,Rx,0,8,02,64,99,29,3F,02,9E,00,
-1762630418244167,0405C530,true,Rx,0,5,02,86,01,A2,02,00,00,00,
-1762630418244039,0405C530,true,Rx,0,5,01,FC,FF,C2,FF,00,00,00,
