Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630422459396,0405C530,true,Rx,0,5,01,23,01,0A,00,00,00,00,
-1762630422459268,0405C410,true,Rx,0,8,02,01,A4,40,C2,A7,6C,3A,
-1762630422459140,0405C430,true,Rx,0,8,02,64,C3,29,A4,FE,A9,00,
-1762630422459012,0405C530,true,Rx,0,5,02,BA,FF,2B,01,00,00,00,
-1762630422458927,0405C530,true,Rx,0,5,00,BE,FF,BA,00,00,00,00,
-1762630422455172,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422454617,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422454148,04072001,true,Rx,0,4,01,00,01,00,00,00,00,00,
-1762630422448529,0401E412,true,Rx,0,7,00,05,3C,00,82,FF,01,00,
-1762630422448401,0401E412,true,Rx,0,7,01,05,3B,00,80,FF,01,00,
-1762630422448273,0401E452,true,Rx,0,8,01,84,C1,F6,FF,FF,BA,FB,
-1762630422448102,0401E452,true,Rx,0,8,00,84,74,F6,FF,FF,2D,FC,
-1762630422445457,040A2011,true,Rx,0,8,52,00,D0,FF,B0,03,87,DA,
-1762630422445329,04056411,true,Rx,0,8,FB,FF,0D,00,7B,FC,87,DA,
-1762630422444817,040A2012,true,Rx,0,8,96,FF,8A,00,B7,03,87,DA,
-1762630422444732,04056412,true,Rx,0,8,F9,FF,12,00,F2,04,87,DA,
-1762630422441148,0401E411,true,Rx,0,7,00,05,3C,00,7A,FF,01,00,
-1762630422441020,0401E411,true,Rx,0,7,01,05,FD,FF,BD,FF,01,00,
-1762630422440892,0401E451,true,Rx,0,8,01,8C,3D,FF,FF,FF,E6,FE,
-1762630422440721,0401E451,true,Rx,0,8,00,8C,44,00,00,00,32,FC,
-1762630422440636,0401E481,true,Rx,0,4,11,01,B2,FF,00,00,00,00,
-1762630422440508,0401E481,true,Rx,0,4,11,00,76,FF,00,00,00,00,
-1762630422440423,0401E481,true,Rx,0,4,12,01,70,FF,00,00,00,00,
-1762630422440295,0401E481,true,Rx,0,4,12,00,96,FF,00,00,00,00,
-1762630422428562,0401E412,true,Rx,0,7,00,05,3D,00,8F,FF,01,00,
-1762630422428434,0401E412,true,Rx,0,7,01,05,44,00,72,FF,01,00,
-1762630422428263,0401E452,true,Rx,0,8,01,98,C0,F6,FF,FF,B9,FB,
-1762630422428135,0401E452,true,Rx,0,8,00,98,73,F6,FF,FF,32,FC,
-1762630422425447,040A2011,true,Rx,0,8,9E,FE,DA,FF,D2,03,9B,DA,
-1762630422425319,04056411,true,Rx,0,8,FB,FF,0D,00,7D,FC,9B,DA,
-1762630422425106,0405240A,true,Rx,0,3,2B,01,00,00,00,00,00,00,
-1762630422424850,040A2012,true,Rx,0,8,89,00,F6,FF,11,04,9B,DA,
-1762630422424722,04056412,true,Rx,0,8,F9,FF,12,00,F3,04,9B,DA,
-1762630422421181,0401E411,true,Rx,0,7,00,05,49,00,77,FF,01,00,
-1762630422421010,0401E411,true,Rx,0,7,01,05,FD,FF,B9,FF,01,00,
-1762630422420882,0401E451,true,Rx,0,8,00,A0,43,00,00,00,32,FC,
-1762630422420754,0401E451,true,Rx,0,8,01,A0,3C,FF,FF,FF,E1,FE,
-1762630422420626,0401E481,true,Rx,0,4,11,01,B9,FF,00,00,00,00,
-1762630422420541,0401E481,true,Rx,0,4,11,00,83,FF,00,00,00,00,
-1762630422420413,0401E481,true,Rx,0,4,12,01,7D,FF,00,00,00,00,
-1762630422420327,0401E481,true,Rx,0,4,12,00,A1,FF,00,00,00,00,
-1762630422412690,0405C40F,true,Rx,0,8,00,01,29,39,0C,39,CD,1D,
-1762630422412562,0405C42F,true,Rx,0,8,00,64,F3,26,0B,00,49,00,
-1762630422412477,0405C52F,true,Rx,0,5,00,C2,FF,B6,FF,00,00,00,
-1762630422412306,0405C40F,true,Rx,0,8,01,01,64,3A,ED,39,C4,11,
-1762630422412178,0405C42F,true,Rx,0,8,01,64,8A,28,E7,FF,1F,00,
-1762630422412050,0405C40F,true,Rx,0,8,02,01,0A,3D,F7,3A,A7,E9,
-1762630422411922,0405C42F,true,Rx,0,8,02,64,9C,28,FF,FF,2C,00,
-1762630422411794,0405C52F,true,Rx,0,5,01,45,00,5A,FF,00,00,00,
-1762630422411666,0405C52F,true,Rx,0,5,02,0E,00,26,00,00,00,00,
-1762630422410898,0405C410,true,Rx,0,8,00,01,AE,43,51,41,22,D4,
-1762630422410770,0405C430,true,Rx,0,8,00,64,B8,2A,EE,FF,2F,01,
-1762630422410600,0405C410,true,Rx,0,8,01,01,0A,44,59,BA,9B,32,
-1762630422410472,0405C430,true,Rx,0,8,01,64,EA,2B,FA,FF,92,01,
-1762630422410344,0405C530,true,Rx,0,5,00,C2,FE,B6,00,00,00,00,
-1762630422410216,0405C410,true,Rx,0,8,02,01,D7,40,C5,A2,7C,39,
-1762630422410088,0405C430,true,Rx,0,8,02,64,AB,29,88,FE,31,01,
-1762630422409960,0405C530,true,Rx,0,5,02,44,00,DB,FE,00,00,00,
-1762630422409875,0405C530,true,Rx,0,5,01,BF,FF,E5,FD,00,00,00,
-1762630422408552,0401E412,true,Rx,0,7,00,05,4E,00,8C,FF,01,00,
-1762630422408424,0401E412,true,Rx,0,7,01,05,44,00,77,FF,01,00,
-1762630422408253,0401E452,true,Rx,0,8,01,AC,BE,F6,FF,FF,BD,FB,
-1762630422408125,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630422407997,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630422407869,0401E452,true,Rx,0,8,00,AC,72,F6,FF,FF,41,FC,
-1762630422405480,040A2011,true,Rx,0,8,E4,FF,2E,00,16,04,AF,DA,
-1762630422405352,04056411,true,Rx,0,8,FA,FF,0E,00,7D,FC,AF,DA,
-1762630422404840,040A2012,true,Rx,0,8,12,00,43,FF,D8,03,AF,DA,
-1762630422404669,04056412,true,Rx,0,8,F9,FF,12,00,F4,04,AF,DA,
-1762630422404115,04072001,true,Rx,0,4,01,00,01,00,00,00,00,00,
-1762630422401171,0401E411,true,Rx,0,7,00,05,4A,00,84,FF,01,00,
-1762630422401043,0401E411,true,Rx,0,7,01,05,FB,FF,B6,FF,01,00,
-1762630422400915,0401E451,true,Rx,0,8,00,B4,42,00,00,00,32,FC,
-1762630422400744,0401E451,true,Rx,0,8,01,B4,3B,FF,FF,FF,E3,FE,
-1762630422400659,0401E481,true,Rx,0,4,11,01,C1,FF,00,00,00,00,
-1762630422400574,0401E481,true,Rx,0,4,11,00,90,FF,00,00,00,00,
-1762630422400446,0401E481,true,Rx,0,4,12,01,8B,FF,00,00,00,00,
-1762630422400360,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422399806,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422396691,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422389779,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630422389609,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630422388499,0401E412,true,Rx,0,7,00,05,47,00,91,FF,01,00,
-1762630422388414,0401E412,true,Rx,0,7,01,05,45,00,7C,FF,01,00,
-1762630422388243,0401E452,true,Rx,0,8,01,C0,BD,F6,FF,FF,C8,FB,
-1762630422388115,0401E452,true,Rx,0,8,00,C0,71,F6,FF,FF,54,FC,
-1762630422385470,040A2011,true,Rx,0,8,50,00,48,00,9E,03,C3,DA,
-1762630422385342,04056411,true,Rx,0,8,F9,FF,0F,00,7F,FC,C3,DA,
-1762630422384873,040A2012,true,Rx,0,8,70,FF,C3,00,8A,03,C3,DA,
-1762630422384702,04056412,true,Rx,0,8,F9,FF,13,00,F5,04,C3,DA,
-1762630422381161,0401E411,true,Rx,0,7,00,05,44,00,7C,FF,01,00,
-1762630422381033,0401E411,true,Rx,0,7,01,05,F4,FF,AD,FF,01,00,
-1762630422380905,0401E451,true,Rx,0,8,01,C8,3A,FF,FF,FF,F2,FE,
-1762630422380734,0401E451,true,Rx,0,8,00,C8,41,00,00,00,41,FC,
-1762630422380649,0401E481,true,Rx,0,4,11,01,C1,FF,00,00,00,00,
-1762630422380521,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422380436,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422380308,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422376980,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630422376852,04098C51,true,Rx,0,3,00,F1,FF,00,00,00,00,00,
-1762630422376041,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422375060,0405240A,true,Rx,0,3,2C,01,00,00,00,00,00,00,
-1762630422373524,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422373439,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422368532,0401E412,true,Rx,0,7,00,05,43,00,94,FF,01,00,
-1762630422368404,0401E412,true,Rx,0,7,01,05,38,00,7B,FF,01,00,
-1762630422368276,0401E452,true,Rx,0,8,01,D4,BB,F6,FF,FF,D5,FB,
-1762630422368105,0401E452,true,Rx,0,8,00,D4,6F,F6,FF,FF,65,FC,
-1762630422367295,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422365460,040A2011,true,Rx,0,8,46,00,19,00,EF,03,D7,DA,
-1762630422365332,04056411,true,Rx,0,8,FB,FF,10,00,80,FC,D7,DA,
-1762630422364820,040A2012,true,Rx,0,8,3A,FF,1D,00,F4,03,D7,DA,
-1762630422364692,04056412,true,Rx,0,8,FA,FF,13,00,F6,04,D7,DA,
-1762630422362687,0405C40F,true,Rx,0,8,00,01,32,39,5F,39,7C,1D,
-1762630422362559,0405C42F,true,Rx,0,8,00,64,D1,26,EF,FF,58,00,
-1762630422362431,0405C40F,true,Rx,0,8,01,01,74,3A,0D,3A,16,12,
-1762630422362260,0405C42F,true,Rx,0,8,01,64,78,28,9C,FF,AA,00,
-1762630422362175,0405C52F,true,Rx,0,5,00,A4,FF,13,00,00,00,00,
-1762630422362047,0405C40F,true,Rx,0,8,02,01,16,3D,F8,3A,DC,E9,
-1762630422361876,0405C42F,true,Rx,0,8,02,64,9A,28,E3,FF,2F,00,
-1762630422361791,0405C52F,true,Rx,0,5,02,12,00,20,00,00,00,00,
-1762630422361663,0405C52F,true,Rx,0,5,01,20,00,AF,FF,00,00,00,
-1762630422361151,0401E411,true,Rx,0,7,00,05,34,00,77,FF,01,00,
-1762630422361023,0401E411,true,Rx,0,7,01,05,F6,FF,A9,FF,01,00,
-1762630422360852,0401E451,true,Rx,0,8,01,DC,39,FF,FF,FF,04,FF,
-1762630422360724,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630422360639,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630422360468,0401E451,true,Rx,0,8,00,DC,3F,00,00,00,54,FC,
-1762630422360383,0401E481,true,Rx,0,4,11,01,C2,FF,00,00,00,00,
-1762630422360255,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422360170,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422360042,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422359914,0405C410,true,Rx,0,8,00,01,B0,43,B6,FF,F4,D2,
-1762630422359786,0405C430,true,Rx,0,8,00,64,4E,2A,B0,00,0D,01,
-1762630422359658,0405C410,true,Rx,0,8,01,01,0D,44,8C,AD,D9,31,
-1762630422359487,0405C430,true,Rx,0,8,01,64,DB,2B,5A,FE,3C,02,
-1762630422359402,0405C530,true,Rx,0,5,01,8A,00,DA,FD,00,00,00,
-1762630422359274,0405C410,true,Rx,0,8,02,01,F7,40,57,9F,11,38,
-1762630422359103,0405C430,true,Rx,0,8,02,64,00,2A,B6,FE,9A,01,
-1762630422358975,0405C530,true,Rx,0,5,02,19,01,AA,FE,00,00,00,
-1762630422358890,0405C530,true,Rx,0,5,00,A3,FE,EC,FF,00,00,00,
-1762630422354154,04072001,true,Rx,0,4,01,00,01,00,00,00,00,00,
-1762630422348565,0401E412,true,Rx,0,7,00,05,31,00,94,FF,01,00,
-1762630422348437,0401E412,true,Rx,0,7,01,05,39,00,72,FF,01,00,
-1762630422348266,0401E452,true,Rx,0,8,01,E8,BA,F6,FF,FF,E9,FB,
-1762630422348138,0401E452,true,Rx,0,8,00,E8,6E,F6,FF,FF,76,FC,
-1762630422345493,040A2011,true,Rx,0,8,D0,FF,F2,FF,20,04,EB,DA,
-1762630422345365,04056411,true,Rx,0,8,FC,FF,10,00,81,FC,EB,DA,
-1762630422344853,040A2012,true,Rx,0,8,00,00,52,00,AD,03,EB,DA,
-1762630422344725,04056412,true,Rx,0,8,FA,FF,13,00,F7,04,EB,DA,
-1762630422341184,0401E411,true,Rx,0,7,00,05,2D,00,75,FF,01,00,
-1762630422341056,0401E411,true,Rx,0,7,01,05,FD,FF,A9,FF,01,00,
-1762630422340885,0401E451,true,Rx,0,8,00,F0,3E,00,00,00,69,FC,
-1762630422340757,0401E451,true,Rx,0,8,01,F0,39,FF,FF,FF,16,FF,
-1762630422340629,0401E481,true,Rx,0,4,11,01,C2,FF,00,00,00,00,
-1762630422340544,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422340459,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422340331,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422328555,0401E412,true,Rx,0,7,00,05,32,00,94,FF,01,00,
-1762630422328427,0401E412,true,Rx,0,7,01,05,3C,00,73,FF,01,00,
-1762630422328256,0401E452,true,Rx,0,8,01,FC,B8,F6,FF,FF,FC,FB,
-1762630422328128,0401E452,true,Rx,0,8,00,FC,6D,F6,FF,FF,87,FC,
-1762630422325483,040A2011,true,Rx,0,8,8D,FF,BF,FF,90,03,FF,DA,
-1762630422325355,04056411,true,Rx,0,8,FC,FF,10,00,83,FC,FF,DA,
-1762630422324843,040A2012,true,Rx,0,8,53,00,BC,FF,B3,03,FF,DA,
-1762630422324715,04056412,true,Rx,0,8,FA,FF,13,00,F8,04,FF,DA,
-1762630422323862,0405240A,true,Rx,0,3,2C,01,00,00,00,00,00,00,
-1762630422321686,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422321174,0401E411,true,Rx,0,7,00,05,26,00,75,FF,01,00,
-1762630422321046,0401E411,true,Rx,0,7,01,05,FB,FF,A7,FF,01,00,
-1762630422320875,0401E451,true,Rx,0,8,01,04,38,FF,FF,FF,2A,FF,
-1762630422320747,0401E451,true,Rx,0,8,00,04,3D,00,00,00,7E,FC,
-1762630422320662,0401E481,true,Rx,0,4,11,01,C2,FF,00,00,00,00,
-1762630422320534,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422320449,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422320321,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422319809,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422312598,0405C40F,true,Rx,0,8,00,01,3A,39,9D,39,5F,1D,
-1762630422312428,0405C42F,true,Rx,0,8,00,64,BB,26,D8,FF,47,00,
-1762630422312300,0405C40F,true,Rx,0,8,01,01,76,3A,36,3A,5B,12,
-1762630422312172,0405C42F,true,Rx,0,8,01,64,7F,28,3A,00,DC,00,
-1762630422312044,0405C52F,true,Rx,0,5,00,9D,FF,EA,FF,00,00,00,
-1762630422311916,0405C40F,true,Rx,0,8,02,01,14,3D,22,3B,F2,E9,
-1762630422311788,0405C42F,true,Rx,0,8,02,64,CB,28,CE,FF,56,00,
-1762630422311660,0405C52F,true,Rx,0,5,02,DF,FF,28,00,00,00,00,
-1762630422311574,0405C52F,true,Rx,0,5,01,A8,FF,2E,00,00,00,00,
-1762630422310892,0405C410,true,Rx,0,8,00,01,B0,43,BD,C9,A8,D2,
-1762630422310764,0405C430,true,Rx,0,8,00,64,F7,29,0F,00,C0,00,
-1762630422310636,0405C410,true,Rx,0,8,01,01,1A,44,94,A6,4B,30,
-1762630422310508,0405C430,true,Rx,0,8,01,64,E7,2B,77,FD,2B,00,
-1762630422310380,0405C530,true,Rx,0,5,00,B5,FF,6E,FF,00,00,00,
-1762630422310209,0405C410,true,Rx,0,8,02,01,28,41,EF,9B,7E,35,
-1762630422310081,0405C430,true,Rx,0,8,02,64,09,2A,C1,FE,F1,FF,
-1762630422309953,0405C530,true,Rx,0,5,02,16,01,CF,FE,00,00,00,
-1762630422309868,0405C530,true,Rx,0,5,01,B3,00,59,00,00,00,00,
-1762630422308502,0401E412,true,Rx,0,7,00,05,2D,00,93,FF,01,00,
-1762630422308374,0401E412,true,Rx,0,7,01,05,41,00,87,FF,01,00,
-1762630422308247,0401E452,true,Rx,0,8,01,10,B7,F6,FF,FF,00,FC,
-1762630422308119,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630422307991,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630422307863,0401E452,true,Rx,0,8,00,10,6C,F6,FF,FF,99,FC,
-1762630422307095,04048421,true,Rx,0,0,00,00,00,00,00,00,00,00,
-1762630422305473,040A2011,true,Rx,0,8,D4,FF,B8,FF,C5,03,13,DB,
-1762630422305345,04056411,true,Rx,0,8,FC,FF,10,00,84,FC,13,DB,
-1762630422304833,040A2012,true,Rx,0,8,0A,00,60,FF,29,04,13,DB,
-1762630422304705,04056412,true,Rx,0,8,F9,FF,13,00,F9,04,13,DB,
-1762630422304151,04072001,true,Rx,0,4,01,00,01,00,00,00,00,00,
-1762630422301164,0401E411,true,Rx,0,7,00,05,23,00,7A,FF,01,00,
-1762630422301036,0401E411,true,Rx,0,7,01,05,F7,FF,B2,FF,01,00,
-1762630422300865,0401E451,true,Rx,0,8,00,18,3B,00,00,00,8F,FC,
-1762630422300737,0401E451,true,Rx,0,8,01,18,37,FF,FF,FF,36,FF,
-1762630422300652,0401E481,true,Rx,0,4,11,01,C2,FF,00,00,00,00,
-1762630422300524,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422300396,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422300311,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422300225,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630422300097,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630422297282,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422295404,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422288535,0401E412,true,Rx,0,7,00,05,1F,00,92,FF,01,00,
-1762630422288407,0401E412,true,Rx,0,7,01,05,3D,00,80,FF,01,00,
-1762630422288279,0401E452,true,Rx,0,8,01,24,B6,F6,FF,FF,09,FC,
-1762630422288109,0401E452,true,Rx,0,8,00,24,6A,F6,FF,FF,AB,FC,
-1762630422285463,040A2011,true,Rx,0,8,18,00,27,00,B9,03,27,DB,
-1762630422285335,04056411,true,Rx,0,8,FB,FF,0F,00,86,FC,27,DB,
-1762630422284823,040A2012,true,Rx,0,8,94,FF,24,00,AA,03,27,DB,
-1762630422284695,04056412,true,Rx,0,8,F9,FF,13,00,F9,04,27,DB,
-1762630422281154,0401E411,true,Rx,0,7,00,05,23,00,7C,FF,01,00,
-1762630422281026,0401E411,true,Rx,0,7,01,05,F7,FF,AB,FF,01,00,
-1762630422280898,0401E451,true,Rx,0,8,01,2C,36,FF,FF,FF,47,FF,
-1762630422280770,0401E451,true,Rx,0,8,00,2C,3A,00,00,00,9E,FC,
-1762630422280642,0401E481,true,Rx,0,4,11,01,C2,FF,00,00,00,00,
-1762630422280557,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422280429,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422280344,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422276973,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630422276845,04098C51,true,Rx,0,3,00,F3,FF,00,00,00,00,00,
-1762630422275096,0405240A,true,Rx,0,3,2B,01,00,00,00,00,00,00,
-1762630422273304,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422270488,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422268568,0401E412,true,Rx,0,7,00,05,16,00,94,FF,01,00,
-1762630422268397,0401E412,true,Rx,0,7,01,05,36,00,7B,FF,01,00,
-1762630422268269,0401E452,true,Rx,0,8,01,38,B4,F6,FF,FF,16,FC,
-1762630422268141,0401E452,true,Rx,0,8,00,38,69,F6,FF,FF,BC,FC,
-1762630422265496,040A2011,true,Rx,0,8,CF,FF,1B,00,EB,03,3B,DB,
-1762630422265326,04056411,true,Rx,0,8,FA,FF,0F,00,87,FC,3B,DB,
-1762630422264856,040A2012,true,Rx,0,8,D9,FF,12,00,BE,03,3B,DB,
-1762630422264686,04056412,true,Rx,0,8,F9,FF,13,00,F9,04,3B,DB,
-1762630422262680,0405C40F,true,Rx,0,8,00,01,41,39,96,39,50,1D,
-1762630422262552,0405C42F,true,Rx,0,8,00,64,B7,26,C8,FF,1C,00,
-1762630422262424,0405C40F,true,Rx,0,8,01,01,6A,3A,48,3A,86,12,
-1762630422262254,0405C42F,true,Rx,0,8,01,64,7D,28,C7,FF,F8,FF,
-1762630422262168,0405C52F,true,Rx,0,5,00,B0,FF,CE,FF,00,00,00,
-1762630422262040,0405C40F,true,Rx,0,8,02,01,0E,3D,46,3B,D3,E9,
-1762630422261912,0405C42F,true,Rx,0,8,02,64,F2,28,68,FF,67,00,
-1762630422261784,0405C52F,true,Rx,0,5,02,D3,FF,38,00,00,00,00,
-1762630422261656,0405C52F,true,Rx,0,5,01,92,FF,5B,00,00,00,00,
-1762630422261144,0401E411,true,Rx,0,7,00,05,1D,00,7C,FF,01,00,
-1762630422261016,0401E411,true,Rx,0,7,01,05,FD,FF,AB,FF,01,00,
-1762630422260888,0401E451,true,Rx,0,8,00,40,39,00,00,00,AD,FC,
-1762630422260760,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630422260632,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630422260504,0401E451,true,Rx,0,8,01,40,36,FF,FF,FF,58,FF,
-1762630422260376,0401E481,true,Rx,0,4,11,01,C1,FF,00,00,00,00,
-1762630422260291,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422260163,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422260078,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422259907,0405C410,true,Rx,0,8,00,01,C9,43,6E,BD,6A,D2,
-1762630422259779,0405C430,true,Rx,0,8,00,64,E9,29,BD,FF,BA,00,
-1762630422259651,0405C410,true,Rx,0,8,01,01,29,44,7A,A2,BF,2E,
-1762630422259523,0405C430,true,Rx,0,8,01,64,E9,2B,40,FE,36,00,
-1762630422259395,0405C530,true,Rx,0,5,01,02,01,F0,FE,00,00,00,
-1762630422259267,0405C410,true,Rx,0,8,02,01,5E,41,3E,9A,F6,33,
-1762630422259139,0405C430,true,Rx,0,8,02,64,0B,2A,FF,FE,4A,FF,
-1762630422259011,0405C530,true,Rx,0,5,02,2D,01,D7,FE,00,00,00,
-1762630422258883,0405C530,true,Rx,0,5,00,28,00,80,FF,00,00,00,
-1762630422254147,04072001,true,Rx,0,4,01,00,01,00,00,00,00,00,
-1762630422251715,1C0000D5,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630422251587,1C0000D5,true,Rx,0,5,00,77,16,40,03,00,00,00,
-1762630422249582,1C0002A6,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630422249454,1C0002A6,true,Rx,0,5,00,77,17,1E,03,00,00,00,
-1762630422248558,0401E412,true,Rx,0,7,00,05,15,00,90,FF,01,00,
-1762630422248388,0401E412,true,Rx,0,7,01,05,2B,00,89,FF,01,00,
-1762630422248260,0401E452,true,Rx,0,8,01,4C,B3,F6,FF,FF,19,FC,
-1762630422248132,0401E452,true,Rx,0,8,00,4C,68,F6,FF,FF,D0,FC,
-1762630422245486,040A2011,true,Rx,0,8,47,FF,27,00,B9,03,4F,DB,
-1762630422245358,04056411,true,Rx,0,8,FA,FF,10,00,89,FC,4F,DB,
-1762630422244846,040A2012,true,Rx,0,8,25,00,3A,00,2E,04,4F,DB,
-1762630422244676,04056412,true,Rx,0,8,F9,FF,14,00,FA,04,4F,DB,
-1762630422242926,1C0000CA,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630422242798,1C0000CA,true,Rx,0,5,00,D5,16,40,03,00,00,00,
-1762630422242670,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422241177,0401E411,true,Rx,0,7,00,05,1C,00,81,FF,01,00,
-1762630422241049,0401E411,true,Rx,0,7,01,05,FF,FF,B5,FF,01,00,
-1762630422240878,0401E451,true,Rx,0,8,01,54,35,FF,FF,FF,61,FF,
-1762630422240750,0401E451,true,Rx,0,8,00,54,38,00,00,00,B9,FC,
-1762630422240665,0401E481,true,Rx,0,4,11,01,C1,FF,00,00,00,00,
-1762630422240537,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422240409,0401E481,true,Rx,0,4,12,01,8D,FF,00,00,00,00,
-1762630422240324,0401E481,true,Rx,0,4,12,00,AB,FF,00,00,00,00,
-1762630422240238,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630422240110,1C000146,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630422239983,1C000146,true,Rx,0,5,00,D5,17,1E,03,00,00,00,
-1762630422231620,1C0000C1,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630422231492,1C0000C1,true,Rx,0,5,00,69,16,40,03,00,00,00,
-1762630422229956,1C000026,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630422229828,1C000026,true,Rx,0,5,00,69,17,1E,03,00,00,00,
-1762630422228335,0401E412,true,Rx,0,7,00,05,11,00,97,FF,01,00,
-1762630422228207,0401E412,true,Rx,0,7,01,05,2E,00,84,FF,01,00,
-1762630422228036,0401E452,true,Rx,0,8,01,60,B1,F6,FF,FF,1F,FC,
-1762630422227908,0401E452,true,Rx,0,8,00,60,67,F6,FF,FF,DF,FC,
-1762630422225476,040A2011,true,Rx,0,8,DB,FF,37,00,03,04,63,DB,
-1762630422225306,04056411,true,Rx,0,8,FB,FF,0F,00,8B,FC,63,DB,
-1762630422225092,0405240A,true,Rx,0,3,2A,01,00,00,00,00,00,00,
-1762630422224836,040A2012,true,Rx,0,8,B2,FF,8C,FF,C4,03,63,DB,
-1762630422224708,04056412,true,Rx,0,8,FA,FF,14,00,FA,04,63,DB,
-1762630422221167,0401E411,true,Rx,0,7,00,05,18,00,79,FF,01,00,
-1762630422221039,0401E411,true,Rx,0,7,01,05,F8,FF,B0,FF,01,00,
-1762630422220869,0401E451,true,Rx,0,8,00,68,37,00,00,00,CB,FC,
-1762630422220741,0401E451,true,Rx,0,8,01,68,34,FF,FF,FF,6D,FF,
-1762630422220655,0401E481,true,Rx,0,4,11,01,C1,FF,00,00,00,00,
-1762630422220527,0401E481,true,Rx,0,4,11,00,91,FF,00,00,00,00,
-1762630422220442,0401E481,true,Rx,0,4,12,01,89,FF,00,00,00,00,
-1762630422220314,0401E481,true,Rx,0,4,12,00,AF,FF,00,00,00,00,
